timestamp,usage
0,74.20366
1,76.88889
2,77.04136
3,75.40908
4,73.07579
5,74.64586
6,78.73625
7,74.799904
8,74.00888
9,74.38843
10,77.55867
11,76.60543
12,73.75522
13,76.8703
14,73.346344
15,76.15224
16,74.990166
17,76.770096
18,76.48183
19,74.789734
20,74.13353
21,74.23581
22,77.25038
23,77.08491
24,75.78221
25,75.07292
26,73.773346
27,76.25441
28,76.68028
29,74.34601
30,74.688095
31,75.8886
32,76.66533
33,77.529724
34,75.82965
35,74.34892
36,76.61509
37,74.00461
38,74.72947
39,74.61839
40,76.277115
41,77.64176
42,74.848305
43,74.39028
44,76.41164
45,77.35795
46,74.62819
47,78.74925
48,74.756485
49,75.536835
50,74.63262
51,77.52415
52,75.56499
53,76.94777
54,78.36062
55,75.40937
56,71.00398
57,74.87672
58,74.8596
59,76.90241
60,76.544716
61,76.101845
62,72.459984
63,78.31046
64,75.579636
65,75.84946
66,74.79605
67,75.68257
68,79.30257
69,72.64018
70,76.45595
71,76.02231
72,77.60076
73,73.21611
74,74.24732
75,78.63963
76,73.89731
77,74.81162
78,77.70304
79,75.97618
80,72.68998
81,73.78
82,78.72717
83,75.52544
84,75.63465
85,77.23233
86,74.10647
87,73.79665
88,76.02367
89,76.253334
90,72.537285
91,76.820114
92,77.71895
93,74.85705
94,73.124374
95,75.99482
96,78.50069
97,74.70359
98,76.78779
99,74.325035
100,76.99849
101,75.133606
102,76.32349
103,76.8895
104,76.004265
105,76.08043
106,73.72316
107,75.58164
108,74.8676
109,77.76204
110,76.89911
111,73.91105
112,75.36055
113,78.45006
114,74.374435
115,74.18439
116,76.64113
117,75.21625
118,75.4457
119,75.9962
120,77.11896
121,75.334755
122,76.07624
123,75.06279
124,74.66966
125,74.29936
126,77.070015
127,75.4
128,77.16994
129,76.71942
130,77.3223
131,73.18782
132,76.14083
133,77.920044
134,75.80151
135,71.86932
136,75.75978
137,78.97
138,73.946915
139,76.658875
140,73.787926
141,76.742386
142,77.2176
143,76.05885
144,73.7013
145,74.391525
146,77.266426
147,77.92893
148,75.045265
149,76.217834
150,75.87125
151,76.951355
152,75.23598
153,76.58108
154,76.67566
155,74.02417
156,74.305954
157,77.75653
158,76.0462
159,73.94127
160,74.83302
161,76.59939
162,76.149055
163,76.72431
164,77.50602
165,73.20431
166,75.76359
167,78.221634
168,77.858406
169,72.51783
170,75.359344
171,74.964745
172,78.92461
173,77.88733
174,75.729034
175,73.59105
176,77.13201
177,76.43706
178,77.43117
179,73.853
180,73.05636
