timestamp, usage
0,0
1,60.264633
2,48.928944
3,46.77313
4,54.840424
5,51.733368
6,61.200134
7,53.340626
8,51.699966
9,60.63791
10,61.580093
11,54.836437
12,74.06644
13,66.749695
14,54.376926
15,54.3337
16,56.13003
17,49.171886
18,46.306477
19,58.209774
20,64.37869
21,70.44082
22,64.687965
23,56.633633
24,55.150238
25,57.749996
26,52.783466
27,44.883335
28,41.900467
29,45.36617
30,55.933334
31,47.949932
32,51.20987
33,62.366665
34,64.385
35,60.77479
36,59.26897
37,63.4835
38,63.423523
39,64.137505
40,53.08771
41,59.069214
42,59.203114
43,60.66046
44,63.194187
45,43.233303
46,41.81694
47,49.88051
48,56.36694
49,50.099934
50,51.488617
51,54.375347
52,51.24472
53,43.205822
54,56.550068
55,60.550034
56,54.651505
57,34.256847
58,14.323062
