timestamp, usage
0,0
1,53.370274
2,64.39997
3,57.51235
4,71.01428
5,46.257477
6,62.836655
7,57.19389
8,65.223495
9,61.79674
10,67.90809
11,75.0167
12,71.61035
13,62.685116
14,81.6483
15,78.78337
16,65.38882
17,53.53844
18,58.589085
19,60.97131
20,66.7836
21,70.98871
22,61.92351
23,56.061817
24,49.20206
25,58.6002
26,62.926254
27,56.205246
28,57.13327
29,47.864506
30,56.11533
31,62.06106
32,67.14272
33,67.25107
34,60.698032
35,64.4834
36,57.566605
37,51.870407
38,45.117466
39,41.800102
40,44.47911
41,39.970875
42,47.74526
43,58.55013
44,52.224003
45,50.18333
46,56.883198
47,49.52655
48,33.852562
49,40.059185
50,44.099964
51,55.918232
52,59.489338
53,61.177578
54,59.963806
55,66.97696
56,64.70013
57,49.928375
