timestamp,usage
0,76.49366
1,79.0305
2,76.98206
3,77.63683
4,76.88664
5,75.85604
6,78.13543
7,78.34014
8,77.12383
9,80.43234
10,80.56017
11,76.32332
12,76.47553
13,78.266045
14,78.56721
15,76.387825
16,79.36619
17,79.367424
18,79.97394
19,76.575745
20,77.19511
21,78.659386
22,78.17542
23,79.95791
24,78.05658
25,75.61938
26,78.35754
27,77.71348
28,77.28681
29,77.79277
30,80.635574
31,78.47512
32,75.81257
33,74.96915
34,78.10384
35,80.664764
36,81.03415
37,76.71656
38,74.34126
39,77.016685
40,79.19083
41,79.00969
42,76.61701
43,77.67371
44,78.39871
45,76.698746
46,76.91746
47,79.58283
48,79.74979
49,78.501335
50,77.35984
51,76.981445
52,80.21443
53,80.9549
54,73.88859
55,75.667
56,79.45337
57,77.975395
58,78.88592
59,77.891815
60,79.14178
61,79.43248
62,79.67979
63,74.02212
64,76.87788
65,81.495964
66,79.75428
67,74.602135
68,78.423645
69,76.98405
70,76.65003
71,80.28605
72,80.374664
73,75.57493
74,78.945854
75,79.04929
76,78.79362
77,77.30591
78,80.11017
79,75.28272
80,77.765686
81,79.19011
82,80.20117
83,76.96908
84,76.54569
85,76.26667
86,79.95138
87,80.07946
88,76.060356
89,76.48353
90,77.18636
91,81.07072
92,79.1464
93,77.19259
94,75.57609
95,77.52125
96,79.30992
97,79.937294
98,78.75383
99,75.42174
100,76.50521
101,80.6286
102,79.79488
103,75.46953
104,75.917755
105,81.127846
106,78.04897
107,78.27106
108,77.63064
109,75.86829
110,79.6679
111,80.681404
112,78.48203
113,76.56862
114,77.54986
115,78.98565
116,77.85747
117,76.9352
118,79.01384
119,78.19363
120,78.95083
121,78.61495
122,76.75901
123,78.07305
124,77.02631
125,79.49321
126,77.01016
127,79.87769
128,79.583
129,76.80167
130,75.93677
131,77.75405
132,78.67324
133,79.750374
134,79.972725
135,74.79944
136,77.37146
137,79.786125
138,77.811134
139,79.98269
140,75.89648
141,78.13948
142,78.63842
143,78.71962
144,75.046425
145,79.56051
146,80.676674
147,79.38693
148,75.64
149,77.86491
150,80.05097
151,78.18398
152,75.35716
153,76.42942
154,78.582634
155,78.78418
156,79.84308
157,77.08374
158,78.070335
159,77.99426
160,77.326164
161,78.518135
162,80.36221
163,78.58903
164,79.353966
165,80.484184
166,78.3993
167,76.74027
168,76.555016
169,79.13575
170,78.24363
171,78.35732
172,78.255516
173,78.98419
174,77.50602
175,78.20486
176,79.6168
177,77.66189
178,75.962715
179,79.78359
180,80.41018
