timestamp,core_0
0,0
1,32
2,47
3,60
4,62
5,42
6,54
7,67
8,65
9,53
10,61
11,58
12,57
13,54
14,66
15,69
16,62
17,64
18,60
19,52
20,56
21,62
22,68
23,66
24,39
