timestamp, usage
0,0
1,74.59237
2,80.229904
3,80.24008
4,80.17023
5,80.22976
6,80.18019
7,80.18016
8,80.19053
9,80.25047
10,80.20625
11,80.18948
12,80.25054
13,80.20004
14,80.18014
15,80.20012
16,80.23499
17,80.20018
18,80.19008
19,80.19008
20,80.220345
21,80.197586
22,80.20699
23,80.25011
24,80.17067
25,80.193726
26,80.199
27,80.20766
28,80.19655
29,80.20012
30,80.191284
31,80.21994
32,80.18016
33,80.21008
34,80.22004
35,80.19069
36,80.216225
37,80.18048
38,80.20006
39,80.230225
40,80.171104
41,80.2102
42,80.222
43,80.18052
44,80.17491
45,80.23155
46,79.529396
47,71.61447
48,25.220915
