timestamp,usage
0,45.37633
1,35.526035
2,59.828846
3,61.975243
4,61.504696
5,58.699986
6,54.237595
7,51.976807
8,45.219936
9,45.96253
10,56.207066
11,44.650944
12,39.887505
13,31.800856
14,38.98794
15,37.59443
16,43.85114
17,56.53605
18,67.263054
19,64.76478
20,63.13595
21,54.003403
22,53.165615
23,50.22622
24,49.054073
25,45.242653
26,45.26645
27,37.1358
28,31.445415
29,39.850216
30,51.11687
31,53.726944
32,59.705795
33,67.33946
34,63.358448
35,57.103016
36,49.672043
37,50.099033
38,46.090603
39,50.078625
40,44.391872
41,37.55441
42,33.214127
43,37.001167
44,49.37108
45,57.119247
46,70.8984
47,60.542454
48,63.150406
49,50.102524
50,48.489647
51,48.09485
52,50.14951
53,46.220634
54,43.25269
55,35.792324
56,37.053738
57,33.240993
58,50.507084
59,53.418396
60,68.04263
