timestamp,core_0
0,0
1,37
2,42
3,67
4,65
5,51
6,56
7,64
8,66
9,49
10,58
11,67
12,69
13,68
14,72
15,71
16,49
17,49
18,51
19,50
20,65
21,60
22,60
23,60
24,36
