timestamp, usage
0,0
1,43.767715
2,38.848507
3,55.637726
4,54.36667
5,51.07301
6,29.158081
7,25.2668
8,25.2836
9,28.799833
10,43.751507
11,55.73717
12,63.059338
13,61.26684
14,68.10865
15,73.37819
16,77.239174
17,77.86677
18,69.65
19,68.28956
20,70.13885
21,59.985874
22,63.678997
23,64.65406
24,65.73334
25,74.25471
26,79.09459
27,77.82308
28,75.200035
29,75.10027
30,72.199135
31,58.36667
32,55.900005
33,60.248135
34,63.201233
35,64.62913
36,55.333332
37,55.900036
38,56.320232
39,46.3738
40,42.1871
41,49.808884
42,49.185333
43,53.195446
44,57.23497
45,50.933468
46,54.750164
47,47.88206
48,65.433235
49,53.066532
50,46.16454
51,50.529125
52,50.38912
53,49.355713
54,55.702038
55,58.3833
56,54.673847
57,50.233368
58,50.489346
