timestamp,usage
0,74.27103
1,74.32625
2,76.24379
3,74.412056
4,76.99988
5,74.97523
6,74.997894
7,73.80885
8,76.392
9,74.96449
10,73.94912
11,78.113144
12,76.520195
13,75.36845
14,73.28372
15,76.767166
16,75.39183
17,77.90776
18,76.512405
19,76.81437
20,71.37417
21,75.18739
22,76.98725
23,74.13238
24,76.11503
25,75.877945
26,78.65
27,72.76746
28,74.74732
29,76.76105
30,76.683586
31,71.942375
32,76.7344
33,76.25132
34,76.86086
35,76.49466
36,75.57668
37,75.86794
38,75.679306
39,75.18054
40,74.44755
41,76.48386
42,75.71726
43,72.61627
44,73.8087
45,77.94725
46,76.683304
47,79.659996
48,76.36986
49,76.44782
50,77.98628
51,73.84231
52,76.60973
53,75.45717
54,76.57982
55,76.635544
56,77.17433
57,71.93944
58,74.66255
59,74.07388
60,78.581154
61,75.41197
62,75.39955
63,76.0038
64,75.15953
65,76.76767
66,77.82136
67,76.08054
68,74.117905
69,75.41246
70,77.818535
71,77.91283
72,72.71254
73,77.319405
74,75.4586
75,76.35133
76,74.58379
77,77.234406
78,74.38982
79,72.78256
80,78.96942
81,76.58245
82,76.26097
83,75.205986
84,76.32852
85,76.42142
86,72.99283
87,77.3705
88,74.51842
89,75.80517
90,74.57854
91,74.151436
92,76.456245
93,74.320114
94,74.5709
95,77.33118
96,76.62984
97,75.41368
98,75.084045
99,75.27376
100,77.08569
101,76.79667
102,75.40918
103,74.66408
104,77.63213
105,76.12509
106,75.6088
107,74.90697
108,78.11607
109,76.21536
110,72.262405
111,76.02744
112,76.33551
113,74.95924
114,77.19935
115,76.755905
116,75.177246
117,75.07335
118,73.54984
119,75.46275
120,78.130295
121,74.412964
122,76.45171
123,74.745255
124,78.879166
125,75.53783
126,73.66237
127,75.61128
128,78.05918
129,76.16642
130,75.44006
131,75.69332
132,75.58145
133,78.01997
134,73.420746
135,76.595184
136,73.18599
137,77.80577
138,76.12364
139,76.86388
140,76.30795
141,75.17555
142,76.858116
143,74.869644
144,74.06768
145,76.01463
146,75.8339
147,74.36037
148,76.317894
149,76.35319
150,74.63896
151,75.86638
152,74.38452
153,77.91159
154,77.39986
155,75.09648
156,73.7549
157,77.39633
158,77.35221
159,73.676636
160,75.87456
161,76.86422
162,76.60689
163,74.48355
164,75.56587
165,75.321785
166,76.393814
167,76.651985
168,76.144646
169,76.77476
170,77.78703
171,73.43112
172,75.896736
173,77.83684
174,74.86359
175,73.36
176,75.568695
177,74.513695
178,78.19736
179,76.12523
180,75.341705
