timestamp,core_0,core_1,core_2,core_3,core_4,core_5,core_6,core_7
0,0,0,0,0,0,0,0,0
1,0,0,2.9411764,9.090909,2.9411764,2.9411764,82.35294,88.57143
2,0,0,0,0,0,85,100,100
3,5,0,0,40,5,95,100,100
4,5,0,0,40,5,95,100,100
5,35.897438,2.5,90,77.5,92.5,0,100,43.589745
6,35.897438,2.5,90,77.5,92.5,0,100,43.589745
7,100,82.051285,100,80,100,80,100,100
8,100,100,100,100,100,100,100,100
9,100,100,100,100,100,100,100,100
10,100,100,100,100,100,100,100,100
11,100,100,100,100,100,100,100,100
12,100,100,100,100,100,100,100,100
13,100,100,100,88.09524,100,100,100,100
14,100,100,100,100,100,100,100,100
15,100,100,100,100,100,100,100,100
16,100,100,100,100,100,100,100,100
17,100,100,100,100,100,100,100,100
18,100,100,100,100,100,100,100,100
19,100,100,100,28.20513,100,100,100,100
20,100,100,100,28.20513,100,100,100,100
21,100,100,100,94.871796,100,100,100,75
22,100,100,100,94.871796,100,100,100,75
23,100,10,100,30.769232,100,100,100,0
24,100,15.789473,100,52.380955,100,100,100,4.7619047
25,100,15.789473,100,52.380955,100,100,100,4.7619047
26,100,2.5641026,69.230774,97.5,100,100,100,82.5
27,100,0,0,100,89.47369,100,100,100
28,100,0,0,100,89.47369,100,100,100
29,100,0,0,100,100,100,89.47369,100
30,100,55,80,100,100,100,100,10
31,100,100,100,100,100,100,100,0
32,100,90,100,100,14.285715,100,100,10
33,100,90,100,100,14.285715,100,100,10
34,100,0,100,100,28.20513,100,100,5
35,100,0,100,100,28.20513,100,100,5
36,100,13.157895,100,100,87.17949,100,100,2.5
37,100,100,0,100,0,95,100,5.263158
38,100,100,0,100,36.842106,5,100,100
39,100,100,0,100,36.842106,5,100,100
40,100,100,0,100,92.68293,13.157895,100,85
41,100,100,0,100,92.68293,13.157895,100,85
42,100,100,0,100,0,82.5,100,100
43,100,100,0,100,0,0,100,100
44,100,100,0,100,0,0,100,100
45,100,100,7.317073,100,4.8780484,100,100,100
46,100,68.42105,61.904762,100,85,100,100,100
47,100,100,100,100,100,100,100,100
48,100,100,100,100,100,100,100,100
49,100,100,35.897438,100,100,100,100,5.1282053
50,100,70,15.000001,100,90,100,100,0
51,100,70,15.000001,100,90,100,100,0
52,100,0,0,100,0,100,100,5
53,100,0,0,100,0,100,100,5
54,100,2.5,71.794876,58.97436,0,100,31.578945,42.105263
55,100,0,90,26.31579,0,100,10,100
56,100,0,90,26.31579,0,100,10,100
57,100,0,0,82.5,0,5,5.1282053,32.5
58,80,0,0,0,0,0,27.777779,5
59,80,0,0,0,0,0,27.777779,5
60,100,2.5,0,0,15.000001,2.5641026,100,7.5000005
61,5,0,0,0,100,100,10.526316,0
62,0,0,0,0,100,100,0,5
