timestamp,usage
0,84.624825
1,100
2,99.918015
3,99.87273
4,100
5,99.97278
6,99.84546
7,100
8,100
9,100
10,100
11,100
12,99.98178
13,99.98182
14,100
15,99.41827
16,99.91818
17,100
18,99.954544
19,100
20,100
21,99.954544
22,99.93637
23,100
24,97.27869
25,94.627266
26,99.8
27,99.954544
28,100
29,100
30,100
31,100
32,100
33,99.890915
34,99.80004
35,100
36,99.97278
37,99.91819
38,100
39,99.954544
40,100
41,99.95446
42,100
43,97.38736
44,96.4489
45,93.2134
46,97.88392
47,100
48,100
49,100
50,100
51,100
52,99.98178
53,100
54,100
55,99.60975
56,99.954544
57,99.33655
58,99.545456
59,99.90903
60,100
