timestamp,usage
0,76.35876
1,77.43397
2,79.95812
3,77.23395
4,81.69534
5,78.51336
6,75.76248
7,76.47948
8,79.16248
9,77.78008
10,76.57339
11,79.228874
12,80.314926
13,79.00828
14,77.11343
15,74.126595
16,76.83677
17,81.5377
18,79.300476
19,74.74766
20,79.18477
21,77.67186
22,76.591515
23,77.234436
24,79.720055
25,77.4375
26,78.724976
27,79.84399
28,75.86347
29,75.50099
30,75.47852
31,79.62172
32,79.60725
33,79.297585
34,78.44843
35,78.45179
36,77.39475
37,78.221176
38,77.147644
39,79.24616
40,76.243385
41,76.42911
42,78.77465
43,78.250725
44,78.38558
45,77.75647
46,78.25007
47,74.22288
48,78.110466
49,79.23882
50,77.32324
51,77.60635
52,78.64567
53,79.40691
54,79.40745
55,76.33292
56,76.73722
57,76.49801
58,78.51537
59,79.091064
60,78.67298
61,76.51412
62,81.316444
63,78.57063
64,76.78249
65,75.214134
66,79.189186
67,79.67912
68,79.12801
69,75.94593
70,77.10099
71,76.16769
72,78.564125
73,78.76749
74,81.081924
75,77.51605
76,77.85361
77,75.191666
78,78.802185
79,77.36999
80,76.428
81,80.228294
82,80.81771
83,75.90284
84,76.27118
85,78.90244
86,76.36834
87,80.05318
88,80.07865
89,75.633934
90,78.640175
91,78.39065
92,79.76861
93,77.842316
94,77.4336
95,80.36388
96,77.06812
97,78.68484
98,75.99546
99,77.30259
100,79.46202
101,78.34452
102,79.09516
103,79.14686
104,78.46379
105,76.65006
106,76.10014
107,75.34431
108,78.90714
109,78.99195
110,79.32346
111,78.08603
112,78.73406
113,76.79532
114,77.20989
115,78.995384
116,79.83661
117,77.79977
118,78.19175
119,79.056984
120,79.06254
121,78.00442
122,76.39103
123,75.03739
124,79.59037
125,80.05623
126,79.26663
127,79.84843
128,74.37727
129,77.79909
130,80.75225
131,78.016106
132,76.21819
133,78.912025
134,78.51396
135,79.71925
136,80.29756
137,75.77273
138,76.672195
139,76.05636
140,79.80302
141,78.7067
142,79.67519
143,78.17342
144,77.10998
145,76.54217
146,77.265976
147,79.57233
148,79.693985
149,77.30645
150,78.46412
151,79.183716
152,76.06732
153,78.9526
154,80.034004
155,77.57665
156,79.529495
157,77.774796
158,79.2112
159,78.80999
160,76.436424
161,77.13094
162,78.875
163,77.13831
164,78.55396
165,78.554695
166,78.560005
167,79.683846
168,78.696465
169,77.23267
170,78.615685
171,78.050255
172,75.42982
173,80.61652
174,77.83192
175,78.70404
176,78.58691
177,79.11735
178,73.83404
179,77.93315
180,80.44273
