timestamp,core_0,core_1,core_2,core_3,core_4,core_5,core_6,core_7
0,0,0,0,0,0,0,0,0
1,81,0,37,6,6,3,0,3
2,100,10,100,10,57,9,71,0
3,100,95,100,0,100,0,100,0
4,100,95,100,0,100,0,100,0
5,25,100,57,2,100,21,100,14
6,25,100,57,2,100,21,100,14
7,2,100,56,69,100,100,7,100
8,2,100,56,69,100,100,7,100
9,75,100,100,100,23,67,4,100
10,100,100,100,100,36,0,5,100
11,100,100,100,100,36,0,5,100
12,97,79,37,100,100,0,82,100
13,60,0,5,100,100,38,80,100
14,100,90,0,85,100,100,0,100
15,100,100,35,100,100,100,0,100
16,100,100,35,100,100,100,0,100
17,82,100,100,100,100,100,97,100
18,0,100,100,52,100,100,50,100
19,0,100,100,52,100,100,50,100
20,18,100,100,65,100,100,5,100
21,100,100,100,100,95,100,5,100
22,100,100,100,100,95,100,5,100
23,100,100,100,0,100,100,70,77
24,100,100,100,0,100,100,70,77
25,100,35,100,95,72,2,100,100
26,100,0,100,100,0,0,100,100
27,100,0,100,100,0,0,100,100
28,100,0,100,100,0,77,100,82
29,100,0,100,100,0,77,100,82
30,100,92,100,100,25,100,100,100
31,100,92,100,100,25,100,100,100
32,100,100,100,100,100,100,100,100
33,100,100,100,100,100,100,100,100
34,100,100,100,100,100,100,100,100
35,100,100,100,100,100,100,100,55
36,100,100,100,100,100,100,100,55
37,100,100,100,100,92,100,100,100
38,85,100,100,100,100,100,100,100
39,85,100,100,100,100,100,100,100
40,100,100,95,100,100,85,100,100
41,100,100,42,100,100,0,20,100
42,100,100,42,100,100,0,20,100
43,100,100,100,100,100,0,0,100
44,100,100,100,100,100,0,0,100
45,55,90,100,100,100,0,4,100
46,0,100,100,100,100,0,0,100
47,0,100,100,100,100,0,0,100
48,0,100,100,100,100,0,0,100
49,30,80,100,100,100,0,5,100
50,100,100,100,100,100,0,100,100
51,100,100,100,100,100,0,100,100
52,100,100,100,100,100,0,100,75
53,100,100,100,100,100,0,100,75
54,61,53,100,100,100,0,79,0
55,65,95,100,100,100,100,0,0
56,65,95,100,100,100,100,0,0
57,66,100,100,100,100,66,7,2
58,66,100,100,100,100,66,7,2
59,5,100,65,12,100,100,2,5
60,0,100,0,55,100,25,0,0
61,0,100,0,55,100,25,0,0
62,0,100,50,100,100,0,0,2
63,0,100,50,100,100,0,0,2
64,33,100,62,94,100,0,0,2
65,100,100,0,25,100,31,0,0
66,100,100,0,25,100,31,0,0
67,37,100,0,100,100,82,2,0
68,37,100,0,100,100,82,2,0
69,37,100,0,100,100,0,100,2
70,37,100,0,100,100,0,100,2
71,100,100,0,87,100,89,20,7
72,100,57,31,100,100,100,0,0
73,100,57,31,100,100,100,0,0
74,100,100,97,100,100,80,87,0
75,100,100,97,100,100,80,87,0
76,100,100,0,100,100,0,100,7
77,100,100,0,100,100,0,100,7
78,100,100,0,100,100,87,100,2
79,100,100,5,100,100,100,100,50
80,35,100,0,100,100,100,19,100
81,35,100,0,100,100,100,19,100
82,100,100,62,100,100,100,0,31
83,5,100,65,100,100,100,0,5
84,0,100,80,100,100,100,0,0
85,0,100,100,100,100,100,0,0
86,0,100,100,100,100,100,0,0
87,0,100,82,100,100,100,0,0
88,0,100,82,100,100,100,0,0
89,0,100,100,100,100,100,0,0
90,0,100,100,100,100,100,0,0
91,0,100,100,100,79,100,0,0
92,0,100,100,100,79,100,0,0
93,0,100,69,66,0,100,37,2
94,0,100,0,100,0,100,100,95
95,0,100,0,100,0,100,100,100
96,0,100,0,100,0,100,100,100
97,0,42,0,100,0,100,100,7
98,0,42,0,100,0,100,100,7
99,0,0,0,100,35,100,13,5
100,4,0,0,100,100,100,5,89
101,4,0,0,100,100,100,5,89
102,100,0,20,20,13,70,5,100
103,100,0,20,20,13,70,5,100
104,100,0,92,67,0,100,2,95
105,100,0,92,67,0,100,2,95
106,100,0,65,100,0,100,43,0
107,100,0,100,100,0,100,100,0
108,100,0,100,100,0,100,100,0
109,100,42,100,100,0,48,12,9
110,100,42,100,100,0,48,12,9
111,100,77,30,100,0,0,0,94
112,100,77,30,100,0,0,0,94
113,100,51,100,20,0,0,0,0
114,100,100,100,0,0,50,26,0
115,100,70,100,4,50,100,100,0
116,100,100,100,0,100,85,100,5
117,100,100,100,0,100,85,100,5
118,100,100,37,15,78,71,7,0
119,100,100,37,15,78,71,7,0
120,100,55,0,82,100,26,63,95
121,100,55,0,82,100,26,63,95
122,100,0,0,0,53,95,92,100
123,100,0,0,0,53,95,92,100
124,100,95,0,36,94,100,80,100
125,100,95,0,36,94,100,80,100
126,100,25,0,57,100,100,100,100
127,100,35,0,0,70,40,100,100
128,100,35,0,0,70,40,100,100
129,94,100,80,46,2,37,100,100
130,55,100,100,100,0,100,100,100
131,0,100,100,100,71,100,100,75
132,0,100,100,100,71,100,100,75
133,0,100,100,85,92,100,100,7
