timestamp,core_0,core_1,core_2,core_3,core_4,core_5,core_6,core_7
0,0,0,0,0,0,0,0,0
1,0,0,0,0,16,0,0,0
2,0,0,0,0,16,0,0,0
3,0,47,60,25,100,2,0,70
4,4,100,65,100,100,0,0,100
5,4,100,65,100,100,0,0,100
6,23,100,10,100,89,0,19,70
7,100,85,0,75,95,0,100,0
8,100,85,0,75,95,0,100,0
9,95,100,0,100,97,28,100,0
10,95,100,0,100,97,28,100,0
11,100,100,56,52,92,90,23,2
12,100,100,56,52,92,90,23,2
13,100,100,41,5,0,0,77,2
14,100,100,33,100,0,0,90,0
15,100,100,0,100,0,100,0,0
16,100,100,0,100,0,100,0,0
17,31,100,57,5,97,65,2,2
18,4,100,73,0,100,0,0,100
19,0,100,0,0,100,0,0,100
20,0,100,0,0,100,0,0,100
21,92,100,15,90,100,0,25,100
22,100,100,100,100,100,38,100,100
23,100,100,100,100,100,38,100,100
24,100,18,33,100,100,75,100,100
25,100,18,33,100,100,75,100,100
26,100,0,71,100,100,0,100,100
27,100,0,95,100,100,4,100,100
28,100,0,95,100,100,4,100,100
29,100,43,62,100,100,0,100,92
30,100,100,100,100,100,4,100,5
31,100,100,100,100,75,0,100,4
32,100,100,100,100,75,0,100,4
33,100,45,100,80,32,60,74,2
34,100,45,100,80,32,60,74,2
35,100,2,42,0,100,35,75,69
36,100,2,42,0,100,35,75,69
37,28,0,0,70,97,0,45,38
38,28,0,0,70,97,0,45,38
39,97,0,0,43,43,61,0,5
40,97,0,0,43,43,61,0,5
41,100,77,67,50,79,100,0,97
42,100,77,67,50,79,100,0,97
43,100,100,100,100,7,100,40,100
44,100,100,100,100,7,100,40,100
45,100,100,72,65,10,100,82,35
46,100,100,72,65,10,100,82,35
47,7,95,0,5,100,100,0,69
48,35,0,0,100,100,15,0,100
49,35,0,0,100,100,15,0,100
50,100,25,69,100,100,12,0,100
51,100,25,69,100,100,12,0,100
52,74,100,68,100,39,100,51,100
53,74,100,68,100,39,100,51,100
54,28,100,100,100,15,2,100,100
55,28,100,100,100,15,2,100,100
56,0,100,100,100,0,67,100,100
57,5,100,50,47,0,100,100,100
58,5,100,50,47,0,100,100,100
59,23,100,100,47,2,87,100,100
60,23,100,100,47,2,87,100,100
61,100,100,100,64,50,0,64,100
62,100,100,100,64,50,0,64,100
63,100,92,100,0,55,0,0,89
64,100,0,100,0,0,0,0,0
65,100,0,100,0,0,0,0,0
66,100,30,100,0,0,0,82,17
67,100,30,100,0,0,0,82,17
68,41,100,100,97,82,72,52,100
69,0,100,100,100,100,40,0,20
70,55,100,100,80,100,0,0,0
71,55,100,100,80,100,0,0,0
72,90,60,100,0,23,0,34,0
73,90,60,100,0,23,0,34,0
74,0,2,82,0,67,95,74,50
75,0,0,100,0,100,100,0,100
76,0,0,100,0,100,100,0,100
77,2,0,100,0,100,58,80,100
78,2,0,100,0,100,58,80,100
79,0,87,100,0,77,85,100,100
80,0,100,100,0,0,55,89,100
81,0,100,100,0,0,55,89,100
82,35,100,100,26,0,41,82,100
83,100,100,100,100,70,100,80,100
84,100,100,100,100,70,100,80,100
85,100,100,100,100,100,92,0,100
86,10,100,40,100,100,0,0,80
87,10,100,40,100,100,0,0,80
88,0,100,0,100,27,5,0,0
89,0,100,0,100,0,100,78,0
90,0,100,0,100,0,100,78,0
91,0,10,0,12,0,100,100,5
92,5,0,0,0,0,100,100,0
93,0,0,100,0,0,100,100,0
94,0,0,100,0,0,100,100,0
95,0,0,46,97,7,100,100,0
96,57,0,0,100,100,100,100,0
97,57,0,0,100,100,100,100,0
98,74,0,63,100,80,100,67,56
99,74,0,63,100,80,100,67,56
100,0,5,100,100,90,100,2,40
101,0,5,100,100,90,100,2,40
102,90,65,100,50,2,63,0,0
103,100,52,100,0,22,0,0,0
104,100,52,100,0,22,0,0,0
105,100,90,100,60,100,0,0,7
106,100,90,100,60,100,0,0,7
107,71,100,100,51,0,2,0,95
108,71,100,100,51,0,2,0,95
109,0,87,89,2,65,0,0,2
110,0,87,89,2,65,0,0,2
111,62,0,0,82,56,0,0,0
112,100,5,0,85,0,0,65,5
113,100,45,0,100,0,40,100,100
114,100,45,0,100,0,40,100,100
115,100,74,41,30,48,100,20,45
116,100,4,100,5,100,100,42,0
117,100,4,100,5,100,100,42,0
118,100,0,22,60,100,37,92,0
119,100,0,22,60,100,37,92,0
120,7,2,100,53,82,65,100,2
121,40,5,100,0,0,100,100,0
122,100,0,100,0,45,100,100,0
123,100,0,100,0,45,100,100,0
124,46,64,100,0,74,100,100,94
125,46,64,100,0,74,100,100,94
126,0,32,100,0,2,100,100,10
127,0,0,100,50,5,100,100,0
128,0,0,100,50,5,100,100,0
129,2,77,35,71,7,72,100,71
130,0,31,0,0,10,0,100,61
131,0,31,0,0,10,0,100,61
132,90,6,10,39,0,2,100,15
133,90,6,10,39,0,2,100,15
134,5,61,100,53,4,87,33,100
135,0,100,20,0,0,50,0,100
136,0,100,0,0,25,0,57,100
137,0,100,0,0,25,0,57,100
138,56,28,2,0,100,0,95,82
139,85,100,0,0,100,0,0,0
140,85,100,0,0,100,0,0,0
141,0,80,0,0,100,0,0,0
142,36,100,0,0,36,0,0,0
143,100,100,0,100,0,0,0,5
144,100,100,0,100,0,0,0,5
145,100,100,0,42,0,43,70,56
146,100,100,0,0,80,100,100,100
147,100,100,0,0,80,100,100,100
148,100,100,97,0,100,100,9,100
149,100,100,97,0,100,100,9,100
150,100,100,0,90,77,80,32,100
151,100,100,0,90,0,80,100,20
152,100,100,84,100,0,100,100,0
153,100,100,84,100,0,100,100,0
154,95,85,56,2,0,75,100,90
155,95,85,56,2,0,75,100,90
156,2,0,0,7,0,42,100,100
157,2,0,0,7,0,42,100,100
158,58,0,0,100,92,0,2,100
159,58,0,0,100,92,0,2,100
160,100,0,0,100,7,89,80,100
161,100,0,0,100,7,89,80,100
162,100,80,38,100,0,26,21,25
163,100,25,100,100,0,0,0,25
164,100,25,100,100,0,0,0,25
165,87,0,7,100,100,47,2,100
