timestamp,core_0,core_1,core_2,core_3,core_4,core_5,core_6,core_7
0,0,0,0,0,0,0,0,0
1,51,0,48,0,0,0,0,0
2,51,0,48,0,0,0,0,0
3,85,0,100,0,0,0,2,2
4,0,0,75,80,0,0,26,76
5,0,60,0,100,0,0,100,100
6,0,60,0,100,0,0,100,100
7,0,100,0,0,0,73,100,30
8,42,100,42,0,0,100,100,35
9,42,100,42,0,0,100,100,35
10,87,100,100,0,5,100,75,100
11,30,40,100,0,0,100,0,100
12,30,40,100,0,0,100,0,100
13,85,65,100,30,89,20,0,100
14,47,90,100,100,40,78,0,100
15,47,90,100,100,40,78,0,100
16,92,60,40,12,100,55,0,100
17,38,100,0,0,100,0,0,100
18,5,5,10,0,100,0,95,47
19,5,5,10,0,100,0,95,47
20,10,0,43,50,87,0,74,57
21,0,55,100,80,0,0,59,100
22,0,55,100,80,0,0,59,100
23,0,65,20,15,0,25,92,33
24,0,35,100,100,4,100,0,100
25,85,100,100,100,0,73,0,100
26,85,100,100,100,0,73,0,100
27,50,65,100,14,0,0,2,2
28,0,100,100,0,0,0,60,0
29,0,100,100,0,0,0,60,0
30,0,45,20,0,0,0,100,5
31,0,45,20,0,0,0,100,5
32,0,0,0,52,0,0,100,50
33,0,0,0,100,0,0,100,100
34,4,5,25,40,0,36,63,100
35,4,5,25,40,0,36,63,100
36,56,100,82,0,0,92,0,100
37,100,100,0,0,0,0,0,100
38,100,100,0,0,0,0,0,100
39,100,100,10,69,92,0,2,35
40,100,47,100,50,0,0,100,0
41,30,73,100,0,0,0,94,30
42,30,73,100,0,0,0,94,30
43,87,77,0,100,12,0,0,100
44,42,0,0,19,0,4,5,100
45,0,0,0,0,15,0,0,100
46,20,0,0,0,0,0,5,100
47,20,0,0,0,0,0,5,100
48,100,94,92,92,37,5,51,100
49,100,94,92,92,37,5,51,100
50,100,35,100,28,55,90,60,100
51,100,100,100,0,0,75,100,100
52,100,100,100,0,0,75,100,100
53,80,100,100,0,0,74,100,100
54,100,100,100,0,94,61,100,100
55,100,100,100,0,94,61,100,100
56,61,87,66,80,100,79,100,36
57,61,87,66,80,100,79,100,36
58,60,20,48,30,50,0,100,2
59,0,100,100,100,0,5,100,84
60,0,100,100,100,0,5,100,84
61,0,41,72,42,0,92,47,63
62,0,41,72,42,0,92,47,63
63,61,62,50,0,97,0,0,0
64,61,62,50,0,97,0,0,0
65,100,53,2,0,87,7,2,61
66,40,0,0,95,0,0,68,84
67,40,0,0,95,0,0,68,84
68,0,77,92,42,0,0,65,28
69,0,77,92,42,0,0,65,28
70,10,100,87,30,17,61,0,97
71,100,100,0,100,100,65,0,0
72,100,100,0,100,100,65,0,0
73,35,74,77,100,41,2,79,5
74,35,74,77,100,41,2,79,5
75,0,87,12,100,10,2,100,23
76,0,87,12,100,10,2,100,23
77,80,58,0,15,82,0,67,97
78,100,100,0,0,0,0,100,0
79,100,100,0,0,0,0,100,0
80,100,22,0,40,0,0,20,0
81,100,22,0,40,0,0,20,0
82,62,0,0,100,12,0,0,2
83,62,0,0,100,12,0,0,2
84,100,0,2,100,0,76,5,50
85,100,0,2,100,0,76,5,50
86,100,2,50,100,0,100,15,48
87,100,100,100,45,0,25,100,0
88,40,76,100,0,26,20,71,5
89,40,76,100,0,26,20,71,5
90,0,22,30,0,77,5,0,87
91,5,100,0,0,0,0,0,21
92,5,100,0,0,0,0,0,21
93,90,35,0,0,0,0,2,0
94,40,100,90,0,0,0,0,0
95,40,100,90,0,0,0,0,0
96,100,60,47,43,39,20,0,27
97,100,0,80,100,100,100,0,100
98,100,0,80,100,100,100,0,100
99,100,25,70,0,5,100,12,100
100,100,25,70,0,5,100,12,100
101,37,92,0,52,15,100,92,100
102,100,35,0,100,100,55,0,100
103,95,100,45,15,55,0,0,100
104,95,100,45,15,55,0,0,100
105,0,51,70,0,0,0,0,100
106,0,51,70,0,0,0,0,100
107,0,78,55,0,23,45,12,50
108,0,100,100,0,100,100,100,0
109,0,100,100,0,100,100,100,0
110,0,100,5,75,100,100,64,12
111,0,100,5,75,100,100,64,12
112,95,76,0,70,100,77,65,87
113,0,0,0,100,100,0,100,0
114,0,0,0,100,100,0,100,0
115,0,0,80,29,100,0,8,2
116,0,0,80,29,100,0,8,2
117,0,0,32,0,51,25,5,0
118,25,0,0,70,0,100,0,57
119,100,0,0,100,0,35,47,100
120,100,0,0,100,0,35,47,100
121,100,15,85,24,21,0,73,22
122,100,35,100,0,100,0,0,0
123,100,35,100,0,100,0,0,0
124,100,75,100,0,38,64,0,0
125,100,0,100,0,0,95,65,76
126,100,75,100,0,0,0,100,100
127,100,75,100,0,0,0,100,100
128,100,100,100,38,70,0,100,38
129,100,100,100,38,70,0,100,38
130,100,100,17,100,100,15,12,95
131,100,100,17,100,100,15,12,95
132,28,100,92,100,58,95,0,74
133,28,100,92,100,58,95,0,74
134,79,100,0,100,73,0,0,50
135,38,55,10,100,0,0,0,0
136,38,55,10,100,0,0,0,0
137,0,0,55,100,0,53,0,2
138,0,0,100,100,0,100,57,0
139,0,0,100,100,0,100,57,0
140,90,0,100,12,30,80,70,0
141,90,0,100,12,30,80,70,0
142,92,12,100,0,67,0,0,0
143,92,12,100,0,67,0,0,0
144,0,80,56,0,0,46,2,0
145,100,0,0,0,0,100,5,0
146,100,0,0,0,0,100,5,0
