timestamp,core_0,core_1,core_2,core_3,core_4,core_5,core_6,core_7
0,0,0,0,0,0,0,0,0
1,80,3,6,16,3,0,0,0
2,100,35,63,100,80,80,100,10
3,100,100,100,100,100,100,100,100
4,100,100,100,100,100,100,100,100
5,17,100,100,100,75,100,100,87
6,17,100,100,100,75,100,100,87
7,47,28,100,100,100,100,100,100
8,47,28,100,100,100,100,100,100
9,100,100,95,100,41,97,85,100
10,100,100,100,100,5,0,0,100
11,100,100,100,100,5,0,0,100
12,100,72,60,35,5,0,0,74
13,85,5,0,0,0,0,0,100
14,85,5,0,0,0,0,0,100
15,100,87,0,25,5,0,0,100
16,100,100,0,100,5,0,0,80
17,100,100,0,100,5,0,0,80
18,5,64,0,100,2,2,0,0
19,5,64,0,100,2,2,0,0
20,2,0,87,41,76,95,0,0
21,47,50,100,30,100,100,73,89
22,47,50,100,30,100,100,73,89
23,100,100,90,100,100,100,100,100
24,100,100,100,100,100,100,100,100
25,100,100,100,100,100,100,100,85
26,100,100,100,100,100,100,100,85
27,100,97,100,17,100,100,100,0
28,100,100,30,5,100,100,100,0
29,100,100,30,5,100,100,100,0
30,100,100,60,25,7,100,100,64
31,100,100,100,100,0,100,100,100
32,100,100,35,100,0,100,100,100
33,100,100,35,100,0,100,100,100
34,100,100,90,100,32,100,100,62
35,100,100,90,100,32,100,100,62
36,100,100,100,100,100,100,100,53
37,100,100,100,100,100,100,100,53
38,100,100,100,100,100,100,100,87
39,100,100,100,100,100,100,100,87
40,100,39,95,100,80,100,100,100
41,100,0,100,100,100,100,100,100
42,100,0,100,100,100,100,100,100
43,100,0,100,100,100,100,100,100
44,100,2,100,100,68,85,100,100
45,100,2,100,100,68,85,100,100
46,100,0,100,100,95,100,100,100
47,100,0,100,100,100,100,95,100
48,100,0,100,100,100,100,95,100
49,100,0,100,100,100,100,75,100
50,100,0,100,100,100,100,75,100
51,100,0,100,100,87,100,0,45
52,100,0,100,100,87,100,0,45
53,100,2,66,100,0,100,27,0
54,100,2,66,100,0,100,27,0
55,100,0,46,100,92,100,70,0
56,100,0,100,100,52,100,50,55
57,100,0,100,100,52,100,50,55
58,65,77,100,100,0,100,100,95
59,65,77,100,100,0,100,100,95
60,5,41,25,100,0,100,0,0
61,5,41,25,100,0,100,0,0
62,0,0,0,100,0,100,0,0
63,0,80,0,100,5,45,80,0
64,0,80,0,100,5,45,80,0
65,0,100,71,80,0,0,100,0
66,0,100,71,80,0,0,100,0
67,0,100,28,0,0,0,100,2
68,0,100,28,0,0,0,100,2
69,0,100,0,0,0,0,100,0
70,0,100,0,0,0,0,100,0
71,97,100,0,0,0,0,5,0
72,45,100,0,0,0,20,0,0
73,45,100,0,0,0,20,0,0
74,0,100,90,2,0,100,70,2
75,95,100,11,0,0,100,100,0
76,95,100,11,0,0,100,100,0
77,50,100,2,0,0,100,100,0
78,0,100,0,0,0,95,100,4
79,5,100,5,0,0,0,100,0
80,5,100,5,0,0,0,100,0
81,0,100,0,0,0,0,100,10
82,0,100,0,20,0,0,100,100
83,0,100,0,20,0,0,100,100
84,0,100,0,85,56,44,40,100
85,0,100,0,85,56,44,40,100
86,0,100,2,0,42,73,82,100
