id,runtime,status,elapsed,consumed
67196059662680064,pleiades+example,Finished,9414,9401,9414
67196061214572544,pleiades+example,Finished,9914,9777,286
67196059813675008,pleiades+example,Finished,9862,9824,134
67196061273292800,pleiades+example,Finished,9844,9839,150
67196061139075072,pleiades+example,Finished,13392,13387,3345
67196062237982720,pleiades+example,Finished,13742,13699,290
67196060107276288,pleiades+example,Finished,13815,13742,41
67196062053433344,pleiades+example,Finished,13902,13799,56
67196059721400320,pleiades+example,Finished,13928,13922,265
67196059847229440,pleiades+example,Finished,13993,13939,180
67196062179262464,pleiades+example,Finished,13934,13929,21
67196060937748480,pleiades+example,Finished,13940,13936,90
67196060258271232,pleiades+example,Finished,14396,14385,29
67196059629125632,pleiades+example,Finished,14482,14478,204
67196061625614336,pleiades+example,Finished,14517,14512,91
67196060384100352,pleiades+example,Finished,14521,14518,32
67196060090499072,pleiades+example,Finished,14615,14590,180
67196061080354816,pleiades+example,Finished,14598,14594,8
67196062196039680,pleiades+example,Finished,14599,14595,53
67196060669313024,pleiades+example,Finished,14604,14599,35
67196061424287744,pleiades+example,Finished,18277,9420,3919
67196059612348416,pleiades+example,Finished,18733,9398,265
67196059998224384,pleiades+example,Finished,19156,9848,586
67196061113909248,pleiades+example,Finished,19156,9860,161
67196060862251008,pleiades+example,Finished,26667,13836,7321
67196059738177536,pleiades+example,Finished,27014,13839,294
67196059545239552,pleiades+example,Finished,27078,13835,37
67196061038411776,pleiades+example,Finished,27214,13835,321
67196060132442112,pleiades+example,Finished,27223,13831,198
67196059780120576,pleiades+example,Finished,27235,13834,92
67196062204428288,pleiades+example,Finished,27484,14036,90
67196060870639616,pleiades+example,Finished,18621,9419,49
67196060115664896,pleiades+example,Finished,18673,9404,252
67196060350545920,pleiades+example,Finished,28321,14489,291
67196062489640960,pleiades+example,Finished,28419,14489,204
67196061533339648,pleiades+example,Finished,28451,14484,85
67196059922726912,pleiades+example,Finished,28458,14486,34
67196061516562432,pleiades+example,Finished,28536,14480,185
67196061097132032,pleiades+example,Finished,28563,14489,0
67196060803530752,pleiades+example,Finished,28541,14484,58
67196059822063616,pleiades+example,Finished,28548,14483,35
67196059713011712,pleiades+example,Finished,19559,9909,192
67196061332013056,pleiades+example,Finished,19612,9825,80
67196060459597824,pleiades+example,Finished,33456,20128,4176
67196059570405376,pleiades+example,Finished,18843,9469,3874
67196062095376384,pleiades+example,Finished,18693,9469,251
67196060484763648,pleiades+example,Finished,19538,9830,1449
67196060786753536,pleiades+example,Finished,19702,9940,188
67196060837085184,pleiades+example,Finished,27576,13860,1415
67196062011490304,pleiades+example,Finished,27262,13855,288
