timestamp,usage
0,74.333885
1,73.129135
2,75.21276
3,74.54531
4,73.50697
5,78.45633
6,74.55624
7,76.73517
8,77.00256
9,74.33287
10,74.45928
11,76.12587
12,75.9568
13,77.31296
14,74.95993
15,76.95143
16,75.967384
17,73.94817
18,72.467
19,75.76509
20,76.660904
21,77.27932
22,75.47822
23,75.99216
24,75.66142
25,74.97088
26,76.7608
27,74.49944
28,74.69548
29,76.28983
30,75.56451
31,76.009445
32,77.030014
33,74.67554
34,77.040596
35,74.73664
36,75.92022
37,75.686844
38,76.17221
39,71.63931
40,72.948814
41,77.17308
42,78.950005
43,76.76701
44,72.66772
45,75.819885
46,76.13103
47,76.79888
48,76.86745
49,74.0316
50,75.33627
51,76.541435
52,74.11063
53,75.18117
54,77.69645
55,76.7769
56,74.62478
57,74.53749
58,77.3176
59,76.77111
60,75.40693
61,76.486534
62,77.17925
63,74.98914
64,76.7608
65,76.78876
66,74.952866
67,74.5098
68,74.96999
69,77.84278
70,75.047386
71,73.82535
72,77.541306
73,76.20175
74,74.20976
75,73.08885
76,75.64058
77,76.38043
78,78.77108
79,72.58222
80,75.77106
81,77.86884
82,74.45603
83,74.59888
84,77.16864
85,78.87391
86,75.341705
87,71.543816
88,76.18332
89,74.9357
90,77.74873
91,76.3654
92,74.89627
93,75.00937
94,75.308014
95,77.652954
96,77.249435
97,76.01799
98,76.58928
99,74.018654
100,73.7321
101,77.54147
102,74.51018
103,75.44026
104,76.93607
105,75.22527
106,75.55086
107,77.37596
108,74.77078
109,75.56166
110,75.91621
111,74.804634
112,76.70635
113,75.615746
114,74.54352
115,75.887276
116,76.75452
117,76.21186
118,73.66116
119,77.487854
120,75.12529
121,75.732834
122,74.15936
123,77.952644
124,75.039986
125,76.5316
126,75.96527
127,75.37016
128,77.032005
129,74.446075
130,75.07529
131,76.84391
132,73.809616
133,75.32283
134,78.36905
135,75.93431
136,76.73804
137,73.28428
138,77.16678
139,73.605644
140,76.37117
141,74.72202
142,76.91351
143,73.87581
144,76.897934
145,75.575195
146,77.13351
147,74.51924
148,75.82839
149,78.032776
150,75.52163
151,76.332565
152,74.00887
153,74.61986
154,75.09046
155,77.30404
156,74.02484
157,76.79925
158,77.69352
159,75.94588
160,75.27851
161,75.34031
162,76.635414
163,76.09443
164,77.190414
165,77.10655
166,76.629524
167,71.33769
168,77.95903
169,73.96028
170,77.07034
171,76.789955
172,76.24008
173,75.5847
174,77.10867
175,74.58546
176,74.90092
177,75.99895
178,75.47743
179,75.24204
180,77.83362
