job_id,runtime,elapsed_ms
65966791976812544,pleiades+example,Finished,23
65966791968423936,pleiades+example,Finished,19
65966792169750528,pleiades+example,Finished,18
65966792035532801,pleiades+example,Finished,17
65966792056504320,pleiades+example,Finished,20
65966791981006849,pleiades+example,Finished,15
65966792232665088,pleiades+example,Finished,15
65966792333328384,pleiades+example,Finished,17
65966792266219520,pleiades+example,Finished,15
65966792190722048,pleiades+example,Finished,14
65966792115224577,pleiades+example,Finished,15
65966792132001792,pleiades+example,Finished,14
65966792228470785,pleiades+example,Finished,15
65966792152973312,pleiades+example,Finished,15
65966792123613184,pleiades+example,Finished,16
65966792014561281,pleiades+example,Finished,19
65966792073281537,pleiades+example,Finished,21
65966792186527744,pleiades+example,Finished,22
65966792094253056,pleiades+example,Finished,16
65966792127807488,pleiades+example,Finished,15
65966792098447360,pleiades+example,Finished,15
65966792274608129,pleiades+example,Finished,19
65966792224276480,pleiades+example,Finished,25
65966792014561280,pleiades+example,Finished,25
65966792194916352,pleiades+example,Finished,15
65966792337522688,pleiades+example,Finished,18
65966791947452416,pleiades+example,Finished,15
65966792102641664,pleiades+example,Finished,15
65966792228470784,pleiades+example,Finished,34
65966792039727104,pleiades+example,Finished,42
65966791934869504,pleiades+example,Finished,42
65966792324939776,pleiades+example,Finished,34
65966792069087232,pleiades+example,Finished,15
65966792060698624,pleiades+example,Finished,44
65966792073281536,pleiades+example,Finished,37
65966792148779008,pleiades+example,Finished,24
65966792136196097,pleiades+example,Finished,15
65966792241053697,pleiades+example,Finished,14
65966792320745473,pleiades+example,Finished,15
65966792052310016,pleiades+example,Finished,15
65966792241053696,pleiades+example,Finished,20
65966792215887873,pleiades+example,Finished,20
65966792303968256,pleiades+example,Finished,21
65966792287191040,pleiades+example,Finished,20
65966792295579648,pleiades+example,Finished,15
65966792287191041,pleiades+example,Finished,15
65966792140390400,pleiades+example,Finished,20
65966792178139136,pleiades+example,Finished,15
65966792165556224,pleiades+example,Finished,15
65966792274608128,pleiades+example,Finished,17
65966792253636608,pleiades+example,Finished,15
65966792257830912,pleiades+example,Finished,15
