job_id,runtime,elapsed_ms
65940667066482688,pleiades+example,Finished,46
65940666961625088,pleiades+example,Finished,44
65940666475085824,pleiades+example,Finished,42
65940666324090880,pleiades+example,Finished,39
65940666751909888,pleiades+example,Finished,40
65940666835795968,pleiades+example,Finished,38
65940666793852928,pleiades+example,Finished,61
65940666315702272,pleiades+example,Finished,131
65940667020345344,pleiades+example,Finished,151
65940666525417472,pleiades+example,Finished,50
65940666844184576,pleiades+example,Finished,54
65940667028733952,pleiades+example,Finished,41
65940666928070656,pleiades+example,Finished,39
65940666558971904,pleiades+example,Finished,40
65940666810630144,pleiades+example,Finished,56
65940666911293440,pleiades+example,Finished,39
65940666626080768,pleiades+example,Finished,63
65940666936459264,pleiades+example,Finished,48
65940666701578240,pleiades+example,Finished,51
65940666600914944,pleiades+example,Finished,42
65940666869350400,pleiades+example,Finished,44
65940667007762432,pleiades+example,Finished,42
65940666357645312,pleiades+example,Finished,41
65940666693189632,pleiades+example,Finished,40
65940666982596608,pleiades+example,Finished,39
65940666756104192,pleiades+example,Finished,43
65940666567360512,pleiades+example,Finished,48
65940667087454208,pleiades+example,Finished,43
65940667053899776,pleiades+example,Finished,40
65940666680606720,pleiades+example,Finished,46
65940666852573184,pleiades+example,Finished,38
65940666949042176,pleiades+example,Finished,42
65940667062288384,pleiades+example,Finished,43
65940667095842816,pleiades+example,Finished,44
65940667079065600,pleiades+example,Finished,42
65940666919682048,pleiades+example,Finished,48
65940667045511168,pleiades+example,Finished,43
65940666877739008,pleiades+example,Finished,46
65940666819018752,pleiades+example,Finished,68
65940667112620032,pleiades+example,Finished,50
65940666970013696,pleiades+example,Finished,38
65940666995179520,pleiades+example,Finished,42
65940666902904832,pleiades+example,Finished,44
65940666978402304,pleiades+example,Finished,42
