job_id,runtime,elapsed_ms
65966981852954629,pleiades+example,Finished,27
65966981848760322,pleiades+example,Finished,22
65966981831983118,pleiades+example,Finished,22
65966981861343232,pleiades+example,Finished,20
65966981831983111,pleiades+example,Finished,19
65966981852954630,pleiades+example,Finished,20
65966981852954637,pleiades+example,Finished,22
65966981852954624,pleiades+example,Finished,30
65966981852954634,pleiades+example,Finished,21
65966981861343235,pleiades+example,Finished,17
65966981840371712,pleiades+example,Finished,16
65966981827788803,pleiades+example,Finished,16
65966981844566026,pleiades+example,Finished,16
65966981827788802,pleiades+example,Finished,17
65966981831983119,pleiades+example,Finished,17
65966981852954631,pleiades+example,Finished,15
65966981836177408,pleiades+example,Finished,15
65966981831983113,pleiades+example,Finished,16
65966981836177411,pleiades+example,Finished,15
65966981836177413,pleiades+example,Finished,15
65966981857148928,pleiades+example,Finished,15
65966981836177414,pleiades+example,Finished,16
65966981857148931,pleiades+example,Finished,19
65966981836177410,pleiades+example,Finished,19
65966981852954627,pleiades+example,Finished,15
65966981831983115,pleiades+example,Finished,17
65966981840371713,pleiades+example,Finished,16
65966981836177415,pleiades+example,Finished,17
65966981840371714,pleiades+example,Finished,25
65966981844566018,pleiades+example,Finished,17
65966981861343236,pleiades+example,Finished,16
65966981844566023,pleiades+example,Finished,14
65966981861343233,pleiades+example,Finished,14
65966981827788807,pleiades+example,Finished,15
65966981827788800,pleiades+example,Finished,17
65966981848760321,pleiades+example,Finished,16
65966981844566019,pleiades+example,Finished,17
65966981857148933,pleiades+example,Finished,20
65966981840371716,pleiades+example,Finished,15
65966981852954636,pleiades+example,Finished,16
65966981861343237,pleiades+example,Finished,16
65966981852954626,pleiades+example,Finished,19
65966981857148929,pleiades+example,Finished,16
65966981857148930,pleiades+example,Finished,13
