job_id,runtime,elapsed_ms
65966824059043840,pleiades+example,Finished,21
65966824012906496,pleiades+example,Finished,15
65966823861911552,pleiades+example,Finished,13
65966823794802688,pleiades+example,Finished,15
65966823903854592,pleiades+example,Finished,14
65966824075821056,pleiades+example,Finished,18
65966823891271680,pleiades+example,Finished,15
65966823815774208,pleiades+example,Finished,17
65966823996129280,pleiades+example,Finished,14
65966824038072320,pleiades+example,Finished,15
65966823908048896,pleiades+example,Finished,15
65966824176484352,pleiades+example,Finished,13
65966823870300160,pleiades+example,Finished,12
65966823912243200,pleiades+example,Finished,14
65966823991934976,pleiades+example,Finished,13
65966824105181184,pleiades+example,Finished,16
65966823916437504,pleiades+example,Finished,16
65966824109375488,pleiades+example,Finished,13
65966824130347008,pleiades+example,Finished,13
65966824088403968,pleiades+example,Finished,12
65966823882883072,pleiades+example,Finished,14
65966824000323584,pleiades+example,Finished,13
65966824029683712,pleiades+example,Finished,13
65966823945797632,pleiades+example,Finished,14
65966823794802689,pleiades+example,Finished,13
65966824155512832,pleiades+example,Finished,13
65966824063238144,pleiades+example,Finished,14
65966824067432448,pleiades+example,Finished,12
65966824008712192,pleiades+example,Finished,13
65966824080015360,pleiades+example,Finished,12
65966823933214720,pleiades+example,Finished,14
65966824121958400,pleiades+example,Finished,15
65966824050655232,pleiades+example,Finished,14
65966823878688768,pleiades+example,Finished,14
65966824084209664,pleiades+example,Finished,14
65966824168095744,pleiades+example,Finished,14
65966824021295104,pleiades+example,Finished,15
65966823929020416,pleiades+example,Finished,13
65966823857717248,pleiades+example,Finished,17
65966823836745728,pleiades+example,Finished,22
65966823962574848,pleiades+example,Finished,15
65966823920631808,pleiades+example,Finished,14
65966823840940032,pleiades+example,Finished,15
65966823807385600,pleiades+example,Finished,13
65966824033878016,pleiades+example,Finished,14
65966824205844480,pleiades+example,Finished,15
65966823937409024,pleiades+example,Finished,15
65966823966769152,pleiades+example,Finished,18
65966823975157760,pleiades+example,Finished,14
65966823954186240,pleiades+example,Finished,13
65966823828357120,pleiades+example,Finished,13
65966824113569792,pleiades+example,Finished,14
65966824004517888,pleiades+example,Finished,15
65966824017100800,pleiades+example,Finished,13
65966824147124224,pleiades+example,Finished,16
65966823970963456,pleiades+example,Finished,15
65966823845134336,pleiades+example,Finished,15
65966823958380544,pleiades+example,Finished,18
65966823832551424,pleiades+example,Finished,14
65966823849328640,pleiades+example,Finished,15
65966824151318528,pleiades+example,Finished,15
65966823983546368,pleiades+example,Finished,16
65966823853522944,pleiades+example,Finished,13
65966824189067264,pleiades+example,Finished,15
65966823811579904,pleiades+example,Finished,14
65966823949991936,pleiades+example,Finished,14
65966824126152704,pleiades+example,Finished,15
65966823895465984,pleiades+example,Finished,14
65966824134541312,pleiades+example,Finished,18
65966824096792576,pleiades+example,Finished,17
65966824042266624,pleiades+example,Finished,14
65966823874494464,pleiades+example,Finished,14
65966823924826112,pleiades+example,Finished,15
65966824071626752,pleiades+example,Finished,14
65966824201650176,pleiades+example,Finished,16
65966824172290048,pleiades+example,Finished,22
65966824092598272,pleiades+example,Finished,19
65966824054849536,pleiades+example,Finished,15
65966824025489408,pleiades+example,Finished,17
65966824184872960,pleiades+example,Finished,16
65966823819968512,pleiades+example,Finished,14
65966823798996992,pleiades+example,Finished,14
65966824138735616,pleiades+example,Finished,25
65966823824162816,pleiades+example,Finished,16
65966823866105856,pleiades+example,Finished,19
65966823887077376,pleiades+example,Finished,26
65966824197455872,pleiades+example,Finished,19
65966824117764096,pleiades+example,Finished,19
65966824159707136,pleiades+example,Finished,19
65966823987740672,pleiades+example,Finished,20
65966823941603328,pleiades+example,Finished,14
65966823803191296,pleiades+example,Finished,20
65966824180678656,pleiades+example,Finished,17
65966824046460928,pleiades+example,Finished,25
65966824142929920,pleiades+example,Finished,18
65966823979352064,pleiades+example,Finished,18
65966823899660288,pleiades+example,Finished,15
65966824163901440,pleiades+example,Finished,18
65966824100986880,pleiades+example,Finished,22
65966824193261568,pleiades+example,Finished,22
