job_id,runtime,elapsed_ms
65963691123671040,pleiades+example,Finished,23
65963691333386240,pleiades+example,Finished,31
65963691585044480,pleiades+example,Finished,19
65963691702484992,pleiades+example,Finished,17
65963691652153344,pleiades+example,Finished,16
65963691576655872,pleiades+example,Finished,16
65963691316609024,pleiades+example,Finished,13
65963691341774848,pleiades+example,Finished,13
65963691140448256,pleiades+example,Finished,13
65963691266277376,pleiades+example,Finished,13
65963691299831808,pleiades+example,Finished,16
65963691450826752,pleiades+example,Finished,16
65963691165614080,pleiades+example,Finished,15
65963691685707776,pleiades+example,Finished,16
65963691190779904,pleiades+example,Finished,13
65963691601821696,pleiades+example,Finished,18
65963691526324224,pleiades+example,Finished,15
65963691249500160,pleiades+example,Finished,17
65963691434049536,pleiades+example,Finished,13
65963691761205248,pleiades+example,Finished,14
65963691710873600,pleiades+example,Finished,13
65963691417272320,pleiades+example,Finished,13
65963691157225472,pleiades+example,Finished,13
65963691132059648,pleiades+example,Finished,16
65963691694096384,pleiades+example,Finished,15
65963691182391296,pleiades+example,Finished,17
65963691442438144,pleiades+example,Finished,15
65963691291443200,pleiades+example,Finished,13
65963691400495104,pleiades+example,Finished,17
65963691123671041,pleiades+example,Finished,21
65963691803148288,pleiades+example,Finished,31
65963691408883712,pleiades+example,Finished,43
65963691719262208,pleiades+example,Finished,19
65963691819925504,pleiades+example,Finished,26
65963691635376128,pleiades+example,Finished,22
65963691492769792,pleiades+example,Finished,18
65963691199168512,pleiades+example,Finished,19
65963691668930560,pleiades+example,Finished,15
65963691551490048,pleiades+example,Finished,13
65963691392106496,pleiades+example,Finished,19
65963691232722944,pleiades+example,Finished,24
65963691937366016,pleiades+example,Finished,27
65963691148836864,pleiades+example,Finished,20
65963691375329280,pleiades+example,Finished,20
65963691308220416,pleiades+example,Finished,13
65963691736039424,pleiades+example,Finished,15
65963691257888768,pleiades+example,Finished,13
65963691928977408,pleiades+example,Finished,14
65963691215945728,pleiades+example,Finished,12
65963691769593856,pleiades+example,Finished,14
65963691677319168,pleiades+example,Finished,17
65963691509547008,pleiades+example,Finished,25
65963691836702720,pleiades+example,Finished,19
65963691383717888,pleiades+example,Finished,18
65963691207557120,pleiades+example,Finished,18
65963691283054592,pleiades+example,Finished,15
65963691350163456,pleiades+example,Finished,13
65963691459215360,pleiades+example,Finished,14
65963691425660928,pleiades+example,Finished,15
65963691870257152,pleiades+example,Finished,20
65963691517935616,pleiades+example,Finished,15
65963691467603968,pleiades+example,Finished,17
65963691845091328,pleiades+example,Finished,22
65963691945754624,pleiades+example,Finished,19
65963691501158400,pleiades+example,Finished,13
65963691568267264,pleiades+example,Finished,12
65963691853479936,pleiades+example,Finished,17
65963691861868544,pleiades+example,Finished,26
65963691274665984,pleiades+example,Finished,22
65963691178196992,pleiades+example,Finished,27
65963691366940672,pleiades+example,Finished,27
65963691224334336,pleiades+example,Finished,27
65963691777982464,pleiades+example,Finished,32
65963691903811584,pleiades+example,Finished,32
65963691643764736,pleiades+example,Finished,26
65963691534712832,pleiades+example,Finished,42
65963691828314112,pleiades+example,Finished,39
65963691920588800,pleiades+example,Finished,52
65963691912200192,pleiades+example,Finished,53
65963691324997632,pleiades+example,Finished,37
65963691727650816,pleiades+example,Finished,42
65963691358552064,pleiades+example,Finished,37
65963691559878656,pleiades+example,Finished,50
65963691895422976,pleiades+example,Finished,44
65963691744428032,pleiades+example,Finished,56
65963691475992576,pleiades+example,Finished,40
65963691484381184,pleiades+example,Finished,46
65963691241111552,pleiades+example,Finished,50
65963691752816640,pleiades+example,Finished,50
65963691593433088,pleiades+example,Finished,57
65963691878645760,pleiades+example,Finished,50
65963691547295744,pleiades+example,Finished,50
65963691610210304,pleiades+example,Finished,45
65963691660541952,pleiades+example,Finished,39
65963691811536896,pleiades+example,Finished,49
65963691794759680,pleiades+example,Finished,49
65963691786371072,pleiades+example,Finished,57
65963691626987520,pleiades+example,Finished,49
65963691618598912,pleiades+example,Finished,62
65963691887034368,pleiades+example,Finished,32
