job_id,runtime,elapsed_ms
65940739414032384,pleiades+example,Finished,43
65940739724410880,pleiades+example,Finished,43
65940739917348864,pleiades+example,Finished,39
65940739317563392,pleiades+example,Finished,38
65940739212705792,pleiades+example,Finished,46
65940739455975424,pleiades+example,Finished,39
65940739237871616,pleiades+example,Finished,52
65940739254648832,pleiades+example,Finished,41
65940739284008960,pleiades+example,Finished,43
65940739221094400,pleiades+example,Finished,40
65940740001234944,pleiades+example,Finished,39
65940739716022272,pleiades+example,Finished,39
65940739271426048,pleiades+example,Finished,40
65940739485335552,pleiades+example,Finished,41
65940739405643776,pleiades+example,Finished,37
65940739544055808,pleiades+example,Finished,39
65940739372089344,pleiades+example,Finished,45
65940739569221632,pleiades+example,Finished,37
65940739976069120,pleiades+example,Finished,39
65940739338534912,pleiades+example,Finished,64
65940739837657088,pleiades+example,Finished,38
65940739581804544,pleiades+example,Finished,43
65940739346923520,pleiades+example,Finished,47
65940739355312128,pleiades+example,Finished,38
65940739875405824,pleiades+example,Finished,150
65940739686662144,pleiades+example,Finished,113
65940739833462784,pleiades+example,Finished,123
65940739560833024,pleiades+example,Finished,43
65940739464364032,pleiades+example,Finished,71
65940739615358976,pleiades+example,Finished,40
65940739388866560,pleiades+example,Finished,48
65940739967680512,pleiades+example,Finished,43
65940739497918464,pleiades+example,Finished,38
65940739430809600,pleiades+example,Finished,53
65940739657302016,pleiades+example,Finished,44
65940739380477952,pleiades+example,Finished,39
65940739363700736,pleiades+example,Finished,40
65940739279814656,pleiades+example,Finished,40
65940739229483008,pleiades+example,Finished,41
65940739732799488,pleiades+example,Finished,41
65940739770548224,pleiades+example,Finished,59
65940740034789376,pleiades+example,Finished,50
65940739590193152,pleiades+example,Finished,46
65940739640524800,pleiades+example,Finished,41
65940739531472896,pleiades+example,Finished,50
65940739674079232,pleiades+example,Finished,59
65940739313369088,pleiades+example,Finished,40
65940739992846336,pleiades+example,Finished,49
65940739741188096,pleiades+example,Finished,43
65940739208511488,pleiades+example,Finished,46
65940739472752640,pleiades+example,Finished,38
65940739418226688,pleiades+example,Finished,41
65940739745382400,pleiades+example,Finished,41
65940739632136192,pleiades+example,Finished,41
65940739858628608,pleiades+example,Finished,55
65940739925737472,pleiades+example,Finished,41
65940739598581760,pleiades+example,Finished,41
65940739435003904,pleiades+example,Finished,51
65940739850240000,pleiades+example,Finished,62
65940739263037440,pleiades+example,Finished,39
65940739934126080,pleiades+example,Finished,41
65940739523084288,pleiades+example,Finished,54
65940739330146304,pleiades+example,Finished,46
65940739757965312,pleiades+example,Finished,40
65940739682467840,pleiades+example,Finished,43
65940739661496320,pleiades+example,Finished,41
65940740026400768,pleiades+example,Finished,39
65940739808296960,pleiades+example,Finished,48
65940739506307072,pleiades+example,Finished,42
65940739984457728,pleiades+example,Finished,41
65940739539861504,pleiades+example,Finished,47
65940739246260224,pleiades+example,Finished,49
65940739602776064,pleiades+example,Finished,41
65940739825074176,pleiades+example,Finished,40
65940739556638720,pleiades+example,Finished,39
65940739296591872,pleiades+example,Finished,39
65940739397255168,pleiades+example,Finished,39
65940739304980480,pleiades+example,Finished,38
65940739648913408,pleiades+example,Finished,38
65940739766353920,pleiades+example,Finished,39
65940739959291904,pleiades+example,Finished,40
65940739476946944,pleiades+example,Finished,42
65940739783131136,pleiades+example,Finished,39
65940739942514688,pleiades+example,Finished,44
65940739447586816,pleiades+example,Finished,40
65940739908960256,pleiades+example,Finished,80
65940739510501376,pleiades+example,Finished,78
65940739707633664,pleiades+example,Finished,43
65940739791519744,pleiades+example,Finished,39
65940739812491264,pleiades+example,Finished,44
65940739623747584,pleiades+example,Finished,45
65940739695050752,pleiades+example,Finished,41
65940739896377344,pleiades+example,Finished,39
65940739799908352,pleiades+example,Finished,50
65940739883794432,pleiades+example,Finished,38
65940740018012160,pleiades+example,Finished,38
65940739867017216,pleiades+example,Finished,41
65940739892183040,pleiades+example,Finished,51
65940739950903296,pleiades+example,Finished,38
65940740009623552,pleiades+example,Finished,40
