job_id,runtime,elapsed_ms
65969398287958021,pleiades+example,Finished,12
65969398287958020,pleiades+example,Finished,18
65969398279569417,pleiades+example,Finished,12
65969398287958025,pleiades+example,Finished,13
65969398300540931,pleiades+example,Finished,13
65969398279569421,pleiades+example,Finished,14
65969398283763723,pleiades+example,Finished,16
65969398292152323,pleiades+example,Finished,20
65969398300540933,pleiades+example,Finished,11
65969398300540929,pleiades+example,Finished,13
65969398292152327,pleiades+example,Finished,13
65969398313123847,pleiades+example,Finished,17
65969398296346627,pleiades+example,Finished,15
65969398279569413,pleiades+example,Finished,14
65969398283763714,pleiades+example,Finished,14
65969398313123841,pleiades+example,Finished,21
65969398287958016,pleiades+example,Finished,13
65969398287958023,pleiades+example,Finished,12
65969398292152328,pleiades+example,Finished,15
65969398279569419,pleiades+example,Finished,13
65969398304735235,pleiades+example,Finished,15
65969398296346630,pleiades+example,Finished,14
65969398287958024,pleiades+example,Finished,14
65969398292152326,pleiades+example,Finished,12
65969398275375107,pleiades+example,Finished,12
65969398283763715,pleiades+example,Finished,15
65969398283763720,pleiades+example,Finished,17
65969398283763724,pleiades+example,Finished,17
65969398287958017,pleiades+example,Finished,17
65969398279569416,pleiades+example,Finished,14
65969398313123846,pleiades+example,Finished,13
65969398279569415,pleiades+example,Finished,19
65969398304735232,pleiades+example,Finished,14
65969398296346625,pleiades+example,Finished,12
65969398304735242,pleiades+example,Finished,21
65969398296346629,pleiades+example,Finished,21
65969398292152322,pleiades+example,Finished,12
65969398304735243,pleiades+example,Finished,14
65969398308929537,pleiades+example,Finished,17
65969398304735241,pleiades+example,Finished,18
65969398275375104,pleiades+example,Finished,15
65969398283763717,pleiades+example,Finished,37
65969398292152321,pleiades+example,Finished,38
65969398279569408,pleiades+example,Finished,15
65969398296346624,pleiades+example,Finished,13
65969398275375108,pleiades+example,Finished,15
65969398283763718,pleiades+example,Finished,13
65969398292152320,pleiades+example,Finished,17
65969398296346628,pleiades+example,Finished,12
65969398304735244,pleiades+example,Finished,12
65969398313123842,pleiades+example,Finished,11
65969398292152325,pleiades+example,Finished,15
65969398308929540,pleiades+example,Finished,17
65969398275375105,pleiades+example,Finished,23
65969398279569414,pleiades+example,Finished,22
65969398279569410,pleiades+example,Finished,15
65969398279569412,pleiades+example,Finished,15
65969398300540934,pleiades+example,Finished,14
65969398308929536,pleiades+example,Finished,14
65969398283763721,pleiades+example,Finished,14
65969398304735238,pleiades+example,Finished,13
65969398279569409,pleiades+example,Finished,15
65969398304735237,pleiades+example,Finished,18
65969398296346632,pleiades+example,Finished,16
65969398296346626,pleiades+example,Finished,15
65969398283763713,pleiades+example,Finished,12
65969398287958019,pleiades+example,Finished,15
65969398283763719,pleiades+example,Finished,15
65969398283763722,pleiades+example,Finished,33
65969398287958018,pleiades+example,Finished,45
65969398279569420,pleiades+example,Finished,45
65969398279569418,pleiades+example,Finished,14
65969398275375106,pleiades+example,Finished,20
65969398279569411,pleiades+example,Finished,12
65969398313123843,pleiades+example,Finished,14
65969398300540932,pleiades+example,Finished,13
65969398300540930,pleiades+example,Finished,13
65969398313123848,pleiades+example,Finished,13
65969398304735236,pleiades+example,Finished,14
65969398304735240,pleiades+example,Finished,16
65969398292152324,pleiades+example,Finished,16
65969398313123845,pleiades+example,Finished,13
65969398313123840,pleiades+example,Finished,13
65969398304735239,pleiades+example,Finished,13
65969398296346631,pleiades+example,Finished,14
65969398283763712,pleiades+example,Finished,13
65969398308929538,pleiades+example,Finished,14
65969398287958022,pleiades+example,Finished,14
65969398308929541,pleiades+example,Finished,12
65969398300540928,pleiades+example,Finished,13
65969398304735233,pleiades+example,Finished,14
65969398292152329,pleiades+example,Finished,14
65969398300540936,pleiades+example,Finished,14
65969398313123844,pleiades+example,Finished,13
65969398308929542,pleiades+example,Finished,13
65969398283763716,pleiades+example,Finished,13
65969398300540935,pleiades+example,Finished,23
65969398304735234,pleiades+example,Finished,14
65969398308929539,pleiades+example,Finished,14
