job_id,runtime,elapsed_ms
65969390163591176,pleiades+example,Finished,40
65969390159396869,pleiades+example,Finished,46
65969390163591174,pleiades+example,Finished,47
65969390188757000,pleiades+example,Finished,46
65969390176174083,pleiades+example,Finished,44
65969390180368384,pleiades+example,Finished,49
65969390176174081,pleiades+example,Finished,49
65969390188756998,pleiades+example,Finished,51
65969390188756996,pleiades+example,Finished,47
65969390188756994,pleiades+example,Finished,41
65969390184562692,pleiades+example,Finished,41
65969390180368391,pleiades+example,Finished,43
