job_id,runtime,elapsed_ms
65969379539419147,pleiades+example,Finished,133
65969379505864706,pleiades+example,Finished,113
65969379539419139,pleiades+example,Finished,129
65969379539419140,pleiades+example,Finished,135
65969379539419148,pleiades+example,Finished,117
65969379539419146,pleiades+example,Finished,118
65969379539419138,pleiades+example,Finished,135
65969379531030532,pleiades+example,Finished,120
65969379539419154,pleiades+example,Finished,112
65969379543613444,pleiades+example,Finished,112
65969379522641920,pleiades+example,Finished,118
65969379531030548,pleiades+example,Finished,84
65969379531030535,pleiades+example,Finished,89
65969379539419153,pleiades+example,Finished,73
65969379531030541,pleiades+example,Finished,73
