job_id,runtime,elapsed_ms
65966853884739591,pleiades+example,Finished,24
65966853901516808,pleiades+example,Finished,21
65966853897322501,pleiades+example,Finished,20
65966853897322511,pleiades+example,Finished,25
65966853888933888,pleiades+example,Finished,19
65966853905711108,pleiades+example,Finished,18
65966853897322510,pleiades+example,Finished,32
65966853905711104,pleiades+example,Finished,26
65966853905711106,pleiades+example,Finished,18
65966853905711113,pleiades+example,Finished,18
65966853901516810,pleiades+example,Finished,18
65966853905711110,pleiades+example,Finished,16
