timestamp, usage
0,0
1,82.3376
2,86.42229
3,85.1698
4,85.11018
5,83.27008
6,85.195335
7,86.11568
8,85.191795
9,89.750114
10,90.21028
11,86.0838
12,84.970566
13,84.51874
14,84.87042
15,85.17
16,81.05589
17,90.07351
18,89.789474
19,89.149666
20,83.22847
21,86.050095
22,85.11011
23,87.54022
24,90.15819
25,87.59018
26,85.20004
27,85.181564
28,85.175674
29,85.75893
30,85.18026
31,85.18028
32,86.51
33,87.1402
34,90.14
35,89.94496
36,90.112785
37,90.10008
38,89.31999
39,85.16475
40,85.209915
41,83.84746
42,86.00609
43,90.16012
44,90.16012
45,85.62222
46,83.39905
47,84.75904
48,53.155632
49,21.776005
