timestamp,usage
0,84.61734
1,100
2,100
3,99.92713
4,99.99091
5,99.98182
6,100
7,100
8,100
9,100
10,100
11,100
12,100
13,99.98182
14,100
15,99.918015
16,99.81821
17,99.76316
18,100
19,100
20,100
21,100
22,99.90923
23,98.42886
24,93.85972
25,96.33867
26,99.51729
27,100
28,100
29,100
30,100
31,100
32,100
33,100
34,100
35,98.65301
36,99.50943
37,99.563255
38,99.94538
39,100
40,99.92756
41,100
42,100
43,100
44,97.12715
45,96.08484
46,99.98182
47,100
48,100
49,100
50,100
51,100
52,100
53,100
54,99.98182
55,98.90866
56,98.9814
57,99.972786
58,99.94543
59,100
60,100
