timestamp,usage
0,44.70421
1,41.20023
2,57.289883
3,62.998547
4,66.27255
5,58.956295
6,55.840492
7,50.912132
8,47.625076
9,43.661312
10,55.301735
11,43.261654
12,40.812748
13,34.764725
14,38.325733
15,42.09393
16,43.846817
17,52.68538
18,65.92175
19,65.17339
20,64.488556
21,54.43942
22,52.57809
23,50.000427
24,46.74335
25,43.03204
26,45.19477
27,38.524605
28,36.68126
29,33.570488
30,49.20925
31,58.324802
32,61.432278
33,62.212246
34,66.51794
35,56.422054
36,53.2478
37,48.725143
38,45.87783
39,44.66984
40,42.13458
41,37.81866
42,36.69223
43,36.409626
44,41.985508
45,53.826218
46,66.47728
47,67.03228
48,67.519646
49,58.37146
50,54.42705
51,48.77263
52,51.230137
53,46.53451
54,45.48515
55,37.850513
56,33.954533
57,36.821114
58,47.609043
59,54.489086
60,64.90568
