timestamp,usage
0,44.875774
1,38.495037
2,58.786434
3,61.924877
4,60.83351
5,59.083996
6,56.887558
7,51.69133
8,43.712105
9,45.94289
10,53.88341
11,44.45867
12,38.050083
13,36.663742
14,37.42894
15,35.88564
16,43.817898
17,59.812843
18,67.03662
19,65.41385
20,64.059166
21,52.66448
22,53.19126
23,46.701706
24,47.22434
25,44.62518
26,47.22629
27,35.052563
28,35.98152
29,42.066437
30,52.333004
31,57.84962
32,67.83671
33,62.097958
34,59.122704
35,55.73134
36,45.458668
37,49.20995
38,47.33096
39,46.39956
40,42.343918
41,37.271458
42,37.390434
43,31.492556
44,42.38059
45,54.709568
46,64.28247
47,61.90687
48,64.98896
49,59.526394
50,54.71268
51,49.116623
52,47.682186
53,45.614162
54,42.736755
55,39.39288
56,37.11687
57,36.327457
58,42.86295
59,46.789318
60,63.25262
