timestamp,core_0
0,0
1,35
2,53
3,62
4,69
5,58
6,69
7,69
8,61
9,59
10,59
11,78
12,82
13,74
14,75
15,61
16,73
17,74
18,64
19,62
20,61
21,59
22,26
