timestamp,core_0
0,0
1,36
2,43
3,70
4,72
5,43
6,61
7,58
8,52
9,85
10,78
11,78
12,87
13,76
14,65
15,74
16,75
17,79
18,76
19,63
20,51
21,38
22,22
