timestamp, usage
0,0
1,78.03337
2,81.3797
3,81.49953
4,80.279785
5,80.311264
6,80.17645
7,83.30423
8,85.180016
9,82.14607
10,80.200264
11,80.190125
12,80.21011
13,80.18202
14,80.22733
15,80.20974
16,80.198265
17,80.22017
18,80.23014
19,80.1758
20,80.22006
21,80.20056
22,80.18451
23,80.219604
24,80.20034
25,80.2101
26,80.20986
27,80.17506
28,80.229996
29,80.184265
30,80.20342
31,80.22
32,80.217094
33,80.2101
34,80.19239
35,80.18254
36,80.213646
37,80.19412
38,80.18068
39,80.229744
40,80.210045
41,80.18014
42,80.24022
43,80.21062
44,80.206406
45,80.19986
46,80.18064
47,71.022865
48,33.90813
