timestamp,core_0,core_1,core_2,core_3,core_4,core_5,core_6,core_7
0,0,0,0,0,0,0,0,0
1,0,0,0,0,9,0,0,0
2,0,0,0,0,100,90,63,0
3,0,0,0,0,100,90,63,0
4,5,92,70,78,100,100,100,20
5,5,92,70,78,100,100,100,20
6,80,100,100,100,60,37,97,100
7,80,100,100,100,60,37,97,100
8,15,100,100,92,100,0,100,100
9,0,20,10,50,100,0,100,100
10,0,20,10,50,100,0,100,100
11,2,0,0,92,100,0,53,47
12,0,0,0,0,35,0,100,5
13,0,0,0,0,35,0,100,5
14,0,0,0,97,0,95,100,40
15,0,0,0,45,66,100,100,100
16,0,0,0,45,66,100,100,100
17,0,0,0,0,85,100,5,100
18,0,0,0,0,85,100,5,100
19,0,27,0,35,0,46,2,100
20,0,100,0,100,0,0,0,100
21,40,31,90,60,0,0,26,100
22,100,0,100,0,5,75,100,100
23,100,0,100,0,5,75,100,100
24,100,0,100,97,0,100,100,47
25,100,0,100,33,0,100,100,0
26,100,0,100,33,0,100,100,0
27,100,10,100,0,0,100,100,0
28,100,10,100,0,0,100,100,0
29,100,82,23,0,2,22,100,5
30,100,82,23,0,2,22,100,5
31,100,0,100,64,12,0,100,21
32,100,0,100,64,12,0,100,21
33,41,0,100,55,100,0,100,85
34,41,0,100,55,100,0,100,85
35,0,0,100,84,100,0,100,0
36,75,63,100,20,100,100,100,0
37,75,63,100,20,100,100,100,0
38,100,62,100,0,100,100,2,0
39,100,0,100,0,57,100,0,4
40,100,0,100,0,57,100,0,4
41,28,0,97,79,0,10,5,2
42,0,52,0,90,0,0,0,0
43,0,52,0,90,0,0,0,0
44,0,100,0,90,0,0,0,4
45,42,100,0,94,85,0,25,77
46,42,100,0,94,85,0,25,77
47,100,100,0,70,100,0,100,100
48,100,100,75,0,100,0,100,100
49,100,100,100,85,75,0,100,35
50,100,100,100,85,75,0,100,35
51,87,100,5,76,12,55,100,2
52,0,100,0,0,100,85,100,0
53,0,100,0,0,100,85,100,0
54,0,42,38,0,100,0,100,0
55,95,0,100,0,100,31,100,30
56,95,0,100,0,100,31,100,30
57,70,7,15,82,100,77,92,100
58,0,4,30,66,100,0,0,100
59,0,4,30,66,100,0,0,100
60,5,0,100,2,100,0,41,100
61,0,94,100,5,100,75,100,100
62,0,94,100,5,100,75,100,100
63,0,100,100,5,100,85,33,100
64,0,100,55,5,5,0,0,26
65,0,100,55,5,5,0,0,26
66,37,100,0,60,0,37,2,0
67,100,100,50,100,47,100,78,5
68,15,90,100,100,100,63,100,0
69,0,0,86,100,90,0,100,0
70,0,0,0,100,5,0,100,0
71,5,0,0,100,100,60,55,0
72,5,0,0,100,100,60,55,0
73,55,53,0,76,50,92,0,0
74,55,53,0,76,50,92,0,0
75,100,55,0,0,0,0,0,0
76,100,0,0,0,0,5,0,76
77,100,0,15,5,76,0,0,100
78,100,55,100,100,100,5,40,100
79,100,55,100,100,100,5,40,100
80,67,85,36,100,33,100,100,80
81,0,0,0,100,0,100,100,0
82,0,0,0,100,0,100,100,0
83,0,27,7,23,77,100,100,0
84,0,100,100,0,100,80,100,52
85,0,100,100,0,100,80,100,52
86,0,100,100,0,100,0,100,100
87,0,100,100,95,100,52,100,100
88,0,100,100,95,100,52,100,100
89,25,100,77,100,17,90,100,72
90,25,100,77,100,17,90,100,72
91,70,66,0,100,35,0,52,82
92,70,66,0,100,35,0,52,82
93,2,0,5,100,100,75,35,2
94,2,0,5,100,100,75,35,2
95,95,97,7,100,100,30,100,82
96,100,100,100,100,100,57,100,80
97,100,100,100,100,100,57,100,80
98,100,60,100,80,100,71,46,0
99,100,60,100,80,100,71,46,0
100,100,0,100,26,100,0,22,0
101,100,0,100,26,100,0,22,0
102,100,0,52,100,97,2,100,2
103,100,0,52,100,97,2,100,2
104,100,0,0,100,100,87,100,2
105,100,0,0,100,100,87,100,2
106,35,0,26,100,100,43,95,0
107,35,0,26,100,100,43,95,0
108,0,0,76,100,48,0,0,2
109,0,0,0,100,0,5,0,0
110,30,94,0,68,0,100,0,0
111,100,100,0,0,0,100,4,63
112,100,100,80,0,63,40,0,100
113,100,100,80,0,63,40,0,100
114,100,100,100,2,100,97,0,20
115,100,100,100,2,100,97,0,20
116,100,100,100,35,100,67,0,23
117,100,100,100,35,100,67,0,23
118,100,27,100,100,100,55,0,77
119,100,27,100,100,100,55,0,77
120,90,71,100,100,97,7,35,2
121,95,100,100,100,0,0,100,5
122,95,100,100,100,0,0,100,5
123,100,100,100,100,92,0,100,0
124,100,100,26,100,55,26,100,5
