timestamp,core_0,core_1,core_2,core_3,core_4,core_5,core_6,core_7
0,0,0,0,0,0,0,0,0
1,48,0,3,0,12,0,0,0
2,48,0,3,0,12,0,0,0
3,100,48,89,95,100,80,2,2
4,100,48,89,95,100,80,2,2
5,100,47,31,100,70,60,0,0
6,100,47,31,100,70,60,0,0
7,100,0,2,30,60,84,69,2
8,100,0,2,30,60,84,69,2
9,72,2,22,30,100,0,100,100
10,72,2,22,30,100,0,100,100
11,0,5,100,100,100,0,100,17
12,0,5,100,100,100,0,100,17
13,46,90,100,100,100,42,100,0
14,46,90,100,100,100,42,100,0
15,51,0,32,100,33,52,32,0
16,51,0,32,100,33,52,32,0
17,38,25,95,100,85,77,0,0
18,38,25,95,100,85,77,0,0
19,80,75,0,100,30,35,52,90
20,45,100,0,100,0,85,100,100
21,45,100,0,100,0,85,100,100
22,92,100,0,100,0,100,15,100
23,92,100,0,100,0,100,15,100
24,45,100,0,100,0,100,56,100
25,45,100,0,100,0,100,56,100
26,71,82,12,100,97,100,43,100
27,71,82,12,100,97,100,43,100
28,0,0,100,100,100,65,46,85
29,20,0,100,100,100,0,100,55
30,20,0,100,100,100,0,100,55
31,100,0,100,100,74,0,0,100
32,100,0,100,100,0,0,65,100
33,100,20,100,100,0,0,100,100
34,100,100,35,100,75,0,30,15
35,100,100,35,100,75,0,30,15
36,80,35,0,100,80,0,0,0
37,80,35,0,100,80,0,0,0
38,56,0,40,100,90,0,0,51
39,10,35,100,100,0,60,0,100
40,10,35,100,100,0,60,0,100
41,2,100,100,77,42,62,89,17
42,4,100,100,0,100,0,100,80
43,4,100,100,0,100,0,100,80
44,0,100,100,0,25,0,100,68
45,0,100,100,0,25,0,100,68
46,0,25,77,0,67,0,73,100
47,0,25,77,0,67,0,73,100
48,51,0,23,12,33,0,0,100
49,100,30,100,100,100,65,0,100
50,100,30,100,100,100,65,0,100
51,100,97,37,100,100,77,75,100
52,50,0,0,100,100,100,80,100
53,50,0,0,100,100,100,80,100
54,0,0,0,100,97,43,0,100
55,0,0,0,100,0,0,4,4
56,70,0,65,100,50,57,0,80
57,100,0,100,100,100,100,0,100
58,100,0,100,100,100,100,0,100
59,100,0,100,100,100,15,0,52
60,100,0,100,100,100,15,0,52
61,7,0,100,45,100,0,79,94
62,7,0,100,45,100,0,79,94
63,31,52,100,0,20,15,100,4
64,31,52,100,0,20,15,100,4
65,70,40,43,5,90,100,100,2
66,70,40,43,5,90,100,100,2
67,0,0,65,100,20,100,100,82
68,80,0,100,100,0,100,85,40
69,100,90,0,100,0,100,0,0
70,100,90,0,100,0,100,0,0
71,35,50,70,100,72,23,0,100
72,0,0,100,100,40,0,28,100
73,0,0,100,68,85,0,100,100
74,0,0,100,68,85,0,100,100
75,0,52,100,12,67,70,100,38
76,0,52,100,12,67,70,100,38
77,0,62,100,82,0,77,55,0
78,0,62,100,82,0,77,55,0
79,0,100,100,0,32,100,100,0
80,50,5,100,0,100,100,15,0
81,50,5,100,0,100,100,15,0
82,74,2,12,0,25,100,0,25
83,74,2,12,0,25,100,0,25
84,5,87,0,0,0,100,17,92
85,100,15,0,0,4,100,100,19
86,100,0,0,23,0,100,100,0
87,100,0,0,23,0,100,100,0
88,13,71,71,100,52,100,100,27
89,13,71,71,100,52,100,100,27
90,0,40,100,71,41,100,100,100
91,0,40,100,71,41,100,100,100
92,85,75,100,42,0,71,100,92
93,85,75,100,42,0,71,100,92
94,100,17,100,61,58,0,100,0
95,100,17,100,61,58,0,100,0
96,100,30,55,100,53,35,79,65
97,100,100,100,100,0,100,9,100
98,100,100,100,100,0,100,9,100
99,100,100,32,100,0,100,100,100
100,100,100,32,100,0,100,100,100
101,100,100,0,100,80,100,100,100
102,100,100,0,100,80,100,100,100
103,100,100,0,56,100,100,92,100
104,95,15,0,0,100,100,45,0
105,0,90,0,0,100,90,100,5
106,0,90,0,0,100,90,100,5
107,0,65,82,51,17,0,100,95
108,0,65,82,51,17,0,100,95
109,57,0,100,100,0,74,100,0
110,57,0,100,100,0,74,100,0
111,60,0,12,67,75,20,37,2
112,60,0,12,67,75,20,37,2
113,13,46,17,77,100,27,0,10
114,100,100,100,65,63,100,4,100
115,100,100,100,65,63,100,4,100
116,50,100,100,0,0,32,0,37
117,50,100,100,0,0,32,0,37
118,0,100,100,0,0,0,0,48
119,10,28,100,0,0,40,30,100
120,10,28,100,0,0,40,30,100
121,100,0,10,67,22,74,100,0
122,100,0,10,67,22,74,100,0
123,100,0,0,42,100,60,2,4
124,100,50,4,65,100,100,80,25
125,100,50,4,65,100,100,80,25
126,100,69,0,100,100,25,74,100
127,100,69,0,100,100,25,74,100
128,100,0,26,90,100,100,0,100
129,100,0,100,0,30,100,0,100
130,100,0,100,0,30,100,0,100
131,100,2,100,0,0,100,0,100
132,100,2,100,0,0,100,0,100
133,97,100,48,0,42,100,2,100
134,97,100,48,0,42,100,2,100
135,17,100,72,0,70,100,89,100
136,100,100,100,0,0,100,100,100
137,100,100,100,0,0,100,100,100
138,100,100,87,0,0,100,100,80
139,100,100,87,0,0,100,100,80
140,100,47,0,0,85,100,100,100
141,100,47,0,0,85,100,100,100
142,12,82,0,0,100,30,100,100
143,12,82,0,0,100,30,100,100
144,0,27,0,0,100,92,100,100
145,0,27,0,0,100,92,100,100
146,0,75,0,0,82,0,45,2
147,0,0,0,0,0,0,0,57
148,0,0,0,0,0,0,0,57
149,0,0,0,95,92,63,0,69
150,66,0,85,100,35,100,27,14
151,100,15,100,80,70,100,100,100
152,100,15,100,80,70,100,100,100
153,33,90,2,0,77,100,100,100
154,85,0,0,57,0,100,100,100
155,85,0,0,57,0,100,100,100
156,71,0,38,65,0,97,2,30
157,0,0,100,0,0,15,10,0
158,0,0,100,0,0,15,10,0
159,0,25,97,0,0,100,100,75
160,0,25,97,0,0,100,100,75
161,43,100,53,85,52,100,100,20
162,100,100,100,100,100,20,55,0
163,100,100,100,100,100,0,100,0
164,100,100,100,100,100,0,100,0
165,82,100,100,100,53,0,100,5
166,82,100,100,100,53,0,100,5
167,53,87,100,82,0,0,65,37
168,53,87,100,82,0,0,65,37
169,0,0,100,52,72,0,0,61
170,0,0,100,52,72,0,0,61
171,40,5,46,57,20,22,65,2
172,40,5,46,57,20,22,65,2
173,62,100,0,0,0,100,30,46
174,62,100,0,0,0,100,30,46
175,0,100,0,22,0,100,0,100
176,40,100,28,100,42,100,45,100
177,40,100,28,100,42,100,45,100
178,100,100,79,20,72,100,75,2
179,100,60,70,0,0,100,45,0
180,100,60,70,0,0,100,45,0
181,100,100,80,37,0,55,94,0
182,100,100,80,37,0,55,94,0
183,34,100,0,73,0,0,0,4
184,0,35,0,0,0,0,0,0
185,0,35,0,0,0,0,0,0
186,23,0,0,0,0,0,2,51
187,100,40,0,80,68,0,100,90
188,100,40,0,80,68,0,100,90
189,100,100,72,100,100,92,43,0
190,100,100,72,100,100,92,43,0
191,100,100,20,100,100,0,36,2
192,100,100,20,100,100,0,36,2
193,100,82,82,55,65,2,60,76
194,100,82,82,55,65,2,60,76
195,15,0,100,0,100,100,0,45
196,100,0,55,40,100,100,0,55
197,100,33,85,100,100,100,85,100
198,100,33,85,100,100,100,85,100
199,0,97,72,22,72,100,51,42
200,21,0,0,0,0,100,0,5
201,21,0,0,0,0,100,0,5
202,100,0,0,0,0,19,0,0
203,100,0,70,45,0,0,0,0
204,100,100,100,100,80,57,95,0
205,100,100,100,100,80,57,95,0
206,0,60,7,100,100,65,70,2
207,0,0,100,100,100,75,0,100
208,0,0,100,100,100,75,0,100
209,58,0,42,56,80,100,0,63
210,58,0,42,56,80,100,0,63
211,100,95,85,0,65,85,0,39
212,100,95,85,0,65,85,0,39
213,100,100,43,0,87,72,27,60
214,100,100,100,0,45,80,100,94
215,100,100,100,0,45,80,100,94
216,100,60,55,50,0,0,100,73
217,100,36,80,100,0,0,78,0
218,95,100,100,100,95,20,0,0
219,70,85,45,100,90,100,0,5
220,70,85,45,100,90,100,0,5
221,100,0,0,77,51,100,15,0
222,100,0,0,77,51,100,15,0
223,100,42,35,62,100,25,100,17
224,100,42,35,62,100,25,100,17
225,100,75,100,100,100,0,100,80
226,100,100,100,100,100,36,100,95
227,100,100,100,100,100,36,100,95
228,100,72,100,100,100,100,100,100
229,100,72,100,100,100,100,100,100
230,100,100,97,95,12,73,62,90
231,60,100,0,0,45,47,100,0
232,75,100,0,0,100,100,52,0
233,75,100,0,0,100,100,52,0
234,77,0,5,40,100,100,72,15
235,0,70,100,100,75,95,85,100
236,0,70,100,100,75,95,85,100
237,0,57,100,27,0,0,0,100
238,0,57,100,27,0,0,0,100
239,0,0,30,67,0,0,0,32
240,0,0,30,67,0,0,0,32
241,0,0,0,0,0,0,0,0
