timestamp,core_0,core_1,core_2,core_3,core_4,core_5,core_6,core_7
0,0,0,0,0,0,0,0,0
1,76,0,0,0,0,0,0,0
2,100,5,0,100,4,70,0,0
3,100,5,0,100,4,70,0,0
4,71,0,22,63,44,100,0,87
5,60,4,100,45,100,90,65,65
6,60,4,100,45,100,90,65,65
7,85,5,52,92,20,97,64,62
8,85,5,52,92,20,97,64,62
9,82,4,0,37,52,95,0,100
10,75,31,0,100,100,100,5,78
11,75,31,0,100,100,100,5,78
12,0,100,60,100,10,100,85,0
13,0,100,100,100,0,71,100,0
14,5,100,100,100,15,0,100,95
15,10,100,94,20,100,0,100,100
16,5,100,0,0,100,0,28,31
17,5,100,0,0,100,0,28,31
18,2,100,14,0,87,51,100,100
19,2,100,14,0,87,51,100,100
20,36,95,82,53,100,60,100,50
21,36,95,82,53,100,60,100,50
22,65,2,73,100,100,0,100,100
23,65,2,73,100,100,0,100,100
24,100,0,100,68,80,10,82,97
25,100,0,100,85,78,100,100,100
26,100,0,100,85,78,100,100,100
27,100,100,100,100,0,58,100,100
28,100,100,100,100,4,0,35,70
29,100,84,20,0,5,0,5,42
