timestamp,core_0,core_1,core_2,core_3,core_4,core_5,core_6,core_7
0,0,0,0,0,0,0,0,0
1,3,55,35,0,0,0,0,0
2,3,55,35,0,0,0,0,0
3,74,100,100,0,0,0,70,5
4,74,100,100,0,0,0,70,5
5,100,52,97,95,20,40,100,0
6,100,52,97,95,20,40,100,0
7,100,100,100,100,100,84,20,46
8,100,100,100,100,100,84,20,46
9,67,90,76,84,66,82,85,70
10,67,90,76,84,66,82,85,70
11,100,31,22,0,0,7,67,80
12,100,31,22,0,0,7,67,80
13,100,0,100,85,36,100,100,100
14,100,0,100,85,36,100,100,100
15,100,47,100,100,100,100,100,100
16,100,100,100,100,100,100,100,100
17,100,100,100,100,100,100,100,100
18,85,100,97,100,100,100,100,100
19,70,100,100,100,75,100,100,100
20,70,100,100,100,75,100,100,100
21,100,100,100,100,60,46,100,100
22,100,100,100,100,60,46,100,100
23,100,100,82,74,52,100,100,100
24,100,100,0,100,0,100,100,100
25,100,95,80,100,0,100,100,100
26,100,95,80,100,0,100,100,100
27,77,100,72,72,50,100,2,100
28,95,100,45,71,100,100,0,100
29,95,100,45,71,100,100,0,100
30,0,100,100,97,25,100,33,75
31,0,100,100,97,25,100,33,75
32,100,100,92,100,97,92,100,100
33,100,100,100,100,0,85,100,100
34,100,100,100,100,0,85,100,100
35,100,12,40,100,20,0,100,82
36,100,25,0,100,100,50,100,100
37,100,100,0,100,100,100,100,100
38,100,100,0,100,100,100,100,100
39,100,100,0,100,100,100,100,52
40,100,100,0,100,100,100,100,52
41,100,75,55,100,100,85,100,95
42,100,0,100,100,100,100,100,100
43,100,0,100,100,100,100,100,100
44,100,0,95,100,100,100,100,100
45,100,0,61,100,100,100,100,100
46,100,0,61,100,100,100,100,100
47,100,39,42,100,100,100,100,100
48,100,100,100,100,100,100,100,100
49,100,100,100,100,100,100,100,100
50,100,100,100,100,100,100,100,100
51,100,100,100,100,100,100,100,100
52,35,100,100,100,100,100,100,100
53,35,100,100,100,100,100,100,100
54,82,100,100,100,100,100,77,92
55,82,100,100,100,100,100,77,92
56,35,100,100,100,100,82,0,100
57,9,100,100,100,100,100,0,100
58,100,100,100,100,95,100,70,100
59,100,100,100,100,95,100,70,100
60,58,100,100,100,100,7,100,100
61,5,100,100,100,100,0,100,100
62,5,100,100,100,100,0,100,100
63,0,100,7,100,100,50,84,100
64,0,100,7,100,100,50,84,100
65,0,100,87,100,100,75,100,100
66,0,100,87,100,100,75,100,100
67,0,100,100,100,82,100,100,100
68,0,100,100,100,82,100,100,100
69,0,100,100,100,0,100,100,100
70,0,100,100,100,0,100,100,100
71,0,100,100,100,0,19,100,10
72,0,100,100,100,0,0,68,4
73,0,100,100,100,0,0,68,4
74,0,100,15,45,38,0,50,7
75,4,100,84,100,100,0,100,100
76,0,100,100,100,100,0,100,84
77,0,100,100,100,100,0,100,84
78,0,100,90,85,100,0,87,97
79,0,100,100,100,100,0,85,100
80,0,100,100,100,100,0,85,100
81,0,100,100,100,100,69,100,100
82,30,100,100,100,100,55,100,100
83,100,100,100,100,100,0,100,100
84,100,100,100,100,100,0,100,100
85,100,87,100,100,90,0,100,92
86,100,100,100,100,70,5,44,100
87,100,100,100,100,70,5,44,100
88,100,70,100,100,100,100,5,100
89,100,100,100,100,100,75,0,100
90,100,100,100,100,100,75,0,100
91,100,78,100,100,94,89,80,100
92,100,78,100,100,94,89,80,100
93,100,100,100,100,95,97,100,100
94,100,100,100,100,100,0,100,100
95,100,100,100,100,100,75,100,100
96,100,100,100,100,100,75,100,100
97,100,100,100,100,100,100,100,100
98,100,100,100,100,100,100,100,100
99,94,68,100,100,97,94,100,100
100,94,68,100,100,97,94,100,100
101,90,0,100,100,100,0,100,100
102,100,0,100,100,100,0,100,100
103,100,0,100,100,45,0,100,100
104,100,0,100,100,45,0,100,100
105,100,2,100,71,5,0,100,100
106,100,0,57,0,0,0,100,100
107,100,0,10,0,70,0,45,100
108,100,0,10,0,70,0,45,100
109,100,0,7,0,61,0,39,100
110,100,100,0,0,85,0,100,100
111,100,100,0,0,85,0,100,100
112,100,62,2,0,75,0,100,100
113,100,62,2,0,75,0,100,100
114,100,64,5,28,75,40,100,100
