timestamp,core_0,core_1,core_2,core_3,core_4,core_5,core_6,core_7
0,0,0,0,0,0,0,0,0
1,0,0,0,36,0,0,0,0
2,5,95,95,100,5,61,0,0
3,5,95,95,100,5,61,0,0
4,100,66,70,100,100,100,0,100
5,100,66,70,100,100,100,0,100
6,100,92,0,7,100,48,0,92
7,100,92,0,7,100,48,0,92
8,5,100,0,0,90,90,17,48
9,0,100,100,95,0,45,100,60
10,0,100,100,95,0,45,100,60
11,5,100,42,100,0,0,60,92
12,0,100,0,100,35,0,100,5
13,0,100,0,100,35,0,100,5
14,87,20,0,85,76,30,58,2
15,87,20,0,85,76,30,58,2
16,8,2,0,25,40,100,0,38
17,0,0,70,100,100,100,0,100
18,0,0,70,100,100,100,0,100
19,0,0,85,100,100,100,25,100
20,85,15,26,100,100,100,100,100
21,100,100,100,55,100,0,100,100
22,100,100,100,55,100,0,100,100
23,2,66,48,100,75,0,100,52
24,0,100,14,100,80,20,100,0
25,0,100,100,100,47,100,50,0
26,0,100,100,100,47,100,50,0
27,0,100,100,79,92,100,100,47
28,0,100,100,0,0,100,19,100
29,15,100,100,60,0,100,0,61
30,100,100,100,100,0,100,0,100
31,100,100,100,100,0,100,0,100
32,100,100,100,15,55,100,0,62
33,100,90,100,40,100,100,0,0
34,36,25,100,100,100,47,78,0
35,36,25,100,100,100,47,78,0
36,100,100,100,79,100,0,100,22
37,100,100,100,79,100,0,100,22
38,70,100,100,58,100,0,100,100
39,70,100,100,58,100,0,100,100
40,100,69,67,0,100,0,100,2
41,100,69,67,0,100,0,100,2
42,62,55,100,0,100,0,100,0
43,0,60,100,60,100,0,100,5
44,0,60,100,60,100,0,100,5
45,0,86,43,100,100,12,100,5
46,80,20,100,100,100,100,35,52
47,100,100,55,100,40,100,0,100
48,100,100,55,100,40,100,0,100
49,95,52,0,100,0,100,82,27
50,35,0,0,100,0,100,50,65
51,35,0,0,100,0,100,50,65
52,92,2,0,100,0,55,100,69
53,92,2,0,100,0,55,100,69
54,0,100,0,100,7,85,10,0
55,0,100,0,61,100,55,0,5
56,0,100,0,61,100,55,0,5
57,0,100,32,0,100,0,0,35
58,90,100,100,9,90,0,50,100
59,90,100,100,9,90,0,50,100
60,47,2,27,90,0,25,100,12
61,47,2,27,90,0,25,100,12
62,0,42,37,0,12,82,100,0
63,90,100,100,0,100,0,100,60
64,90,100,100,0,100,0,100,60
65,47,100,62,66,46,0,22,88
66,47,100,62,66,46,0,22,88
67,71,15,70,100,0,45,2,0
68,71,15,70,100,0,45,2,0
69,22,0,12,50,2,65,2,17
70,22,0,12,50,2,65,2,17
71,0,90,79,80,100,0,0,97
72,0,90,79,80,100,0,0,97
73,75,97,60,0,5,0,2,37
74,65,0,100,55,0,0,5,100
75,30,0,100,100,0,0,0,57
76,100,0,100,31,0,0,78,0
77,100,0,100,31,0,0,78,0
78,43,74,82,0,0,0,82,0
79,0,100,0,0,20,0,15,52
80,0,100,0,80,100,95,100,100
81,0,100,0,80,100,95,100,100
82,52,100,0,100,32,45,100,45
83,100,40,0,100,0,0,100,0
84,100,40,0,100,0,0,100,0
85,7,0,2,100,0,0,100,2
86,0,65,0,100,90,0,100,0
87,0,100,65,100,94,50,100,95
88,0,100,65,100,94,50,100,95
89,85,100,61,100,0,77,100,100
90,85,100,61,100,0,77,100,100
91,100,100,0,100,0,100,80,100
92,100,100,0,100,0,100,80,100
93,100,17,47,100,0,100,40,100
94,20,0,100,100,0,33,75,100
95,20,0,100,100,0,33,75,100
96,0,18,94,50,52,0,58,12
97,0,100,0,0,100,0,0,0
98,0,100,0,0,100,0,0,0
99,0,43,0,0,100,92,0,47
100,0,43,0,0,100,92,0,47
101,87,38,31,0,17,89,80,100
102,87,38,31,0,17,89,80,100
103,100,100,80,0,0,39,40,82
104,100,100,80,0,0,39,40,82
105,87,66,62,42,0,53,0,69
106,0,50,100,100,0,90,0,100
107,0,50,100,100,0,90,0,100
108,0,90,100,100,97,65,2,2
109,0,90,100,100,97,65,2,2
110,62,0,85,100,100,0,64,0
111,100,33,19,100,15,0,75,0
112,100,100,100,100,0,0,0,90
113,100,100,100,100,0,0,0,90
114,100,100,51,100,0,64,0,100
115,100,100,70,100,47,100,0,100
116,100,100,70,100,47,100,0,100
117,100,67,82,58,100,100,5,17
118,100,0,0,0,100,100,0,0
119,100,0,0,0,100,100,0,5
120,100,0,0,0,100,100,0,5
121,100,69,0,0,100,36,35,55
122,100,100,70,94,95,95,100,100
123,100,100,70,94,95,95,100,100
124,100,100,57,100,0,64,20,100
125,100,100,0,100,25,0,0,31
126,100,100,68,100,100,0,0,0
127,100,100,68,100,100,0,0,0
128,23,90,100,100,100,2,87,0
129,20,36,100,100,100,0,100,5
130,100,100,100,100,100,47,100,0
131,100,100,100,100,100,47,100,0
132,100,43,100,15,95,100,7,0
133,100,0,100,0,30,100,71,80
134,100,50,38,0,100,61,100,100
135,100,50,38,0,100,61,100,100
136,17,72,100,0,100,0,27,100
137,0,0,100,0,100,40,100,10
138,76,0,100,0,100,100,100,0
139,76,0,100,0,100,100,100,0
140,53,0,23,0,100,22,100,2
141,35,0,100,0,75,0,100,0
142,100,0,100,0,10,0,100,0
143,100,0,100,0,10,0,100,0
144,53,0,5,95,100,85,52,2
145,53,0,5,95,100,85,52,2
146,100,0,20,100,4,100,0,2
147,100,0,20,100,4,100,0,2
148,24,10,100,15,46,100,0,2
149,100,100,100,0,90,100,85,35
150,100,100,100,70,0,100,100,100
151,100,100,100,100,0,100,50,70
152,100,100,20,20,0,100,0,0
153,100,100,20,20,0,100,0,0
154,74,92,0,0,14,87,2,0
155,74,92,0,0,14,87,2,0
156,0,0,85,45,97,0,80,37
157,0,0,100,100,0,0,100,100
158,0,0,100,100,0,0,100,100
159,0,31,100,17,0,80,100,36
160,0,100,100,0,35,25,100,70
161,0,100,100,0,35,25,100,70
162,52,20,100,0,75,0,100,87
163,80,100,95,0,0,65,100,10
164,80,100,95,0,0,65,100,10
165,0,61,0,0,0,100,89,10
166,0,0,0,0,0,100,0,100
167,0,0,0,0,0,100,0,100
168,7,0,15,29,87,100,0,100
169,100,0,100,100,55,100,25,100
170,100,0,100,100,55,100,25,100
171,100,7,100,100,90,100,100,37
172,100,7,100,100,90,100,100,37
173,100,87,100,100,37,67,85,0
174,100,0,30,100,100,0,0,0
175,100,0,30,100,100,0,0,0
176,100,5,82,65,100,0,2,66
177,100,100,60,4,100,85,84,100
178,100,100,0,0,85,100,100,100
179,100,100,0,0,85,100,100,100
180,100,100,0,0,0,92,13,100
181,100,100,0,0,0,92,13,100
182,41,64,75,17,15,0,92,100
183,41,64,75,17,15,0,92,100
184,67,51,100,100,100,14,0,97
185,67,51,100,100,100,14,0,97
186,100,52,100,100,100,100,2,7
187,100,90,55,100,100,0,100,100
188,100,0,0,100,100,0,100,100
189,100,0,0,100,100,0,100,100
190,10,0,100,82,47,0,50,100
191,10,0,100,82,47,0,50,100
192,47,48,100,0,84,65,85,100
193,47,48,100,0,84,65,85,100
194,46,100,7,92,29,45,7,100
195,46,100,7,92,29,45,7,100
196,0,62,24,48,82,64,100,5
197,0,100,100,100,94,100,100,0
198,0,100,100,100,94,100,100,0
199,0,39,100,17,100,36,100,52
200,0,0,100,0,100,100,100,100
201,0,0,100,0,100,100,100,100
202,0,0,57,0,100,25,15,25
203,0,0,57,0,100,25,15,25
204,40,2,0,46,100,0,38,0
205,40,2,0,46,100,0,38,0
206,57,89,17,100,100,0,85,5
207,57,89,17,100,100,0,85,5
208,20,5,82,100,100,41,32,43
209,100,52,0,85,100,100,100,100
210,100,52,0,85,100,100,100,100
211,100,100,0,0,100,0,100,5
212,100,100,0,0,100,0,100,5
213,100,100,69,0,29,95,100,0
214,50,100,100,0,90,25,80,90
215,50,100,100,0,90,25,80,90
216,0,100,100,47,48,97,72,100
217,0,100,100,47,48,97,72,100
218,17,100,100,46,0,74,43,87
219,100,100,100,45,0,75,0,0
220,100,100,100,100,28,0,0,0
221,100,100,100,100,100,47,0,0
222,100,100,100,100,100,47,0,0
223,100,30,20,100,100,100,97,0
224,100,0,0,100,100,100,100,80
225,100,0,0,100,100,100,100,80
226,100,0,0,80,82,80,100,100
227,100,0,0,80,82,80,100,100
228,100,0,0,62,48,64,100,100
229,100,0,0,100,85,0,100,100
230,100,0,0,100,85,0,100,100
231,100,87,0,41,0,0,38,2
232,100,100,0,100,0,0,0,0
233,100,100,0,100,0,0,0,0
234,77,100,75,100,0,75,0,97
235,77,100,75,100,0,75,0,97
236,92,100,76,73,0,37,0,100
237,0,100,100,0,0,0,0,40
238,0,100,5,0,0,0,0,0
239,0,100,5,0,0,0,0,0
240,0,43,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0
