timestamp,usage
0,74.25628
1,76.361595
2,77.87869
3,73.979126
4,72.85527
5,78.67818
6,77.056625
7,73.40217
8,72.86084
9,77.295685
10,79.88915
11,72.7277
12,69.78184
13,77.37923
14,76.14475
15,76.62986
16,76.485855
17,76.82337
18,76.1266
19,78.030624
20,73.260544
21,78.455696
22,71.71206
23,75.56666
24,75.29064
25,76.231476
26,72.69893
27,77.83534
28,77.383385
29,74.134865
30,73.85864
31,75.12467
32,76.94182
33,76.60737
34,76.62952
35,75.90649
36,76.76581
37,76.62003
38,75.83877
39,75.52968
40,73.46851
41,74.67813
42,76.92777
43,75.436485
44,75.32955
45,76.9003
46,73.33899
47,75.64913
48,75.92012
49,77.56629
50,75.056694
51,75.68
52,73.60611
53,77.75495
54,74.71076
55,73.613655
56,76.12512
57,75.91097
58,78.318054
59,77.41397
60,73.760635
61,75.279526
62,77.407166
63,75.8759
64,76.12195
65,73.30161
66,76.45987
67,76.26952
68,76.752815
69,74.386475
70,75.95018
71,78.5802
72,73.87391
73,75.17883
74,76.925934
75,76.87633
76,73.9957
77,73.290726
78,75.99267
79,80.41289
80,72.10204
81,73.21864
82,75.62547
83,77.61002
84,75.5562
85,76.21145
86,74.331726
87,76.94304
88,75.693115
89,74.712234
90,77.356995
91,74.99808
92,74.22014
93,77.47549
94,76.733536
95,76.90064
96,76.14992
97,74.44078
98,77.15218
99,76.2419
100,74.48277
101,77.35914
102,73.883385
103,76.11391
104,74.10787
105,76.968155
106,74.06931
107,77.25589
108,74.68471
109,76.31692
110,72.75865
111,75.22446
112,79.30943
113,75.68273
114,73.14687
115,74.2356
116,79.78123
117,75.74626
118,74.314125
119,76.5984
120,75.78432
121,76.17003
122,75.56197
123,77.080956
124,76.79105
125,74.69788
126,74.37633
127,77.09237
128,75.56398
129,75.49305
130,76.40046
131,74.553894
132,77.0293
133,75.68953
134,73.82416
135,76.73745
136,77.7313
137,76.26733
138,74.0714
139,75.74409
140,77.425156
141,76.3875
142,75.83874
143,76.75393
144,73.187126
145,79.68006
146,74.09066
147,76.46495
148,75.58008
149,75.708084
150,75.04459
151,75.88447
152,73.792465
153,78.378845
154,76.42444
155,76.62098
156,75.82198
157,76.17913
158,72.62853
159,76.3191
160,76.05153
161,76.69002
162,75.58932
163,75.78424
164,74.341835
165,75.91191
166,78.56569
167,75.83025
168,71.573456
169,75.18198
170,77.84008
171,76.57527
172,74.90848
173,76.97796
174,77.60531
175,76.72345
176,74.76385
177,76.70143
178,75.62326
179,76.84703
180,75.157196
