timestamp,usage
0,84.53427
1,99.9
2,100
3,99.90909
4,100
5,99.781784
6,99.86337
7,99.99092
8,100
9,99.99092
10,100
11,100
12,100
13,100
14,99.96363
15,99.96363
16,100
17,100
18,99.954544
19,100
20,100
21,100
22,99.954544
23,99.05462
24,90.39981
25,92.98888
26,100
27,99.90906
28,100
29,100
30,100
31,100
32,99.963554
33,99.954544
34,99.79095
35,99.464714
36,100
37,99.954544
38,100
39,100
40,100
41,100
42,99.954544
43,99.94538
44,98.754684
45,96.25798
46,99.86364
47,100
48,100
49,100
50,100
51,100
52,100
53,99.90918
54,100
55,98.54638
56,100
57,100
58,99.76364
59,99.98182
60,99.98182
